Temperature - (Celsius),Year,Statistics,ISO3,Month
24.4031,1926,Average,PSE,8
23.2016,1926,Average,PSE,9
22.2603,1926,Average,PSE,10
17.9402,1926,Average,PSE,11
13.8864,1926,Average,PSE,12
11.8188,1927,Average,PSE,1
9.3451,1927,Average,PSE,2
15.1866,1927,Average,PSE,3
16.6173,1927,Average,PSE,4
22.7184,1927,Average,PSE,5
23.7107,1927,Average,PSE,6
26.6915,1927,Average,PSE,7
25.5742,1927,Average,PSE,8
24.8883,1927,Average,PSE,9
24.0149,1927,Average,PSE,10
18.9211,1927,Average,PSE,11
14.1626,1927,Average,PSE,12
12.3075,1928,Average,PSE,1
10.9966,1928,Average,PSE,2
13.1296,1928,Average,PSE,3
20.6624,1928,Average,PSE,4
23.3813,1928,Average,PSE,5
24.2286,1928,Average,PSE,6
26.664,1928,Average,PSE,7
27.6183,1928,Average,PSE,8
25.3364,1928,Average,PSE,9
21.6614,1928,Average,PSE,10
17.9367,1928,Average,PSE,11
13.3832,1928,Average,PSE,12
10.4101,1929,Average,PSE,1
10.7045,1929,Average,PSE,2
12.7244,1929,Average,PSE,3
17.5803,1929,Average,PSE,4
23.6031,1929,Average,PSE,5
23.7566,1929,Average,PSE,6
25.1483,1929,Average,PSE,7
27.0003,1929,Average,PSE,8
25.745,1929,Average,PSE,9
21.3467,1929,Average,PSE,10
19.1259,1929,Average,PSE,11
12.3148,1929,Average,PSE,12
10.9539,1930,Average,PSE,1
12.1584,1930,Average,PSE,2
15.3057,1930,Average,PSE,3
18.6517,1930,Average,PSE,4
20.9165,1930,Average,PSE,5
24.2665,1930,Average,PSE,6
26.0309,1930,Average,PSE,7
27.3734,1930,Average,PSE,8
25.2776,1930,Average,PSE,9
21.9665,1930,Average,PSE,10
17.4749,1930,Average,PSE,11
15.1646,1930,Average,PSE,12
12.335999999999999,1931,Average,PSE,1
12.2108,1931,Average,PSE,2
15.3438,1931,Average,PSE,3
17.8685,1931,Average,PSE,4
21.1699,1931,Average,PSE,5
23.4459,1931,Average,PSE,6
26.1391,1931,Average,PSE,7
26.9154,1931,Average,PSE,8
26.0538,1931,Average,PSE,9
22.9276,1931,Average,PSE,10
16.2157,1931,Average,PSE,11
12.065,1931,Average,PSE,12
10.3659,1932,Average,PSE,1
12.0302,1932,Average,PSE,2
14.8819,1932,Average,PSE,3
17.8839,1932,Average,PSE,4
20.6395,1932,Average,PSE,5
25.0345,1932,Average,PSE,6
26.5812,1932,Average,PSE,7
27.0742,1932,Average,PSE,8
25.3102,1932,Average,PSE,9
24.7261,1932,Average,PSE,10
17.7175,1932,Average,PSE,11
11.7648,1932,Average,PSE,12
10.4465,1933,Average,PSE,1
13.0065,1933,Average,PSE,2
13.7975,1933,Average,PSE,3
15.1485,1933,Average,PSE,4
20.6415,1933,Average,PSE,5
24.215999999999998,1933,Average,PSE,6
24.6737,1933,Average,PSE,7
25.316,1933,Average,PSE,8
23.0435,1933,Average,PSE,9
20.5393,1933,Average,PSE,10
20.6666,1933,Average,PSE,11
13.4739,1933,Average,PSE,12
10.6013,1934,Average,PSE,1
9.92388,1934,Average,PSE,2
16.0182,1934,Average,PSE,3
18.9717,1934,Average,PSE,4
21.7046,1934,Average,PSE,5
24.4847,1934,Average,PSE,6
26.2339,1934,Average,PSE,7
26.5909,1934,Average,PSE,8
24.4185,1934,Average,PSE,9
22.3538,1934,Average,PSE,10
18.8054,1934,Average,PSE,11
12.9432,1934,Average,PSE,12
12.1485,1935,Average,PSE,1
12.345,1935,Average,PSE,2
15.414000000000001,1935,Average,PSE,3
17.8639,1935,Average,PSE,4
24.0897,1935,Average,PSE,5
25.7565,1935,Average,PSE,6
25.6987,1935,Average,PSE,7
26.8322,1935,Average,PSE,8
24.8679,1935,Average,PSE,9
22.8123,1935,Average,PSE,10
15.5748,1935,Average,PSE,11
14.1172,1935,Average,PSE,12
12.9131,1936,Average,PSE,1
13.050999999999998,1936,Average,PSE,2
15.4889,1936,Average,PSE,3
18.9592,1936,Average,PSE,4
21.2276,1936,Average,PSE,5
22.886999999999997,1936,Average,PSE,6
26.1235,1936,Average,PSE,7
26.9572,1936,Average,PSE,8
23.5309,1936,Average,PSE,9
24.5088,1936,Average,PSE,10
19.1361,1936,Average,PSE,11
10.8815,1936,Average,PSE,12
8.93878,1937,Average,PSE,1
13.1423,1937,Average,PSE,2
16.8543,1937,Average,PSE,3
19.5002,1937,Average,PSE,4
21.0983,1937,Average,PSE,5
23.6984,1937,Average,PSE,6
25.8283,1937,Average,PSE,7
25.8214,1937,Average,PSE,8
26.0985,1937,Average,PSE,9
22.862,1937,Average,PSE,10
18.5995,1937,Average,PSE,11
14.8527,1937,Average,PSE,12
11.4822,1938,Average,PSE,1
10.8498,1938,Average,PSE,2
11.6372,1938,Average,PSE,3
18.3843,1938,Average,PSE,4
20.5058,1938,Average,PSE,5
23.793000000000003,1938,Average,PSE,6
27.0106,1938,Average,PSE,7
26.8185,1938,Average,PSE,8
24.374000000000002,1938,Average,PSE,9
22.1215,1938,Average,PSE,10
16.2041,1938,Average,PSE,11
13.7492,1938,Average,PSE,12
12.3601,1939,Average,PSE,1
12.0825,1939,Average,PSE,2
13.6419,1939,Average,PSE,3
18.9191,1939,Average,PSE,4
24.4375,1939,Average,PSE,5
23.4753,1939,Average,PSE,6
26.267,1939,Average,PSE,7
25.8063,1939,Average,PSE,8
25.5551,1939,Average,PSE,9
24.3893,1939,Average,PSE,10
16.7594,1939,Average,PSE,11
14.2713,1939,Average,PSE,12
11.7213,1940,Average,PSE,1
13.6071,1940,Average,PSE,2
14.0775,1940,Average,PSE,3
18.8211,1940,Average,PSE,4
21.2996,1940,Average,PSE,5
24.5785,1940,Average,PSE,6
26.1676,1940,Average,PSE,7
25.2358,1940,Average,PSE,8
24.3368,1940,Average,PSE,9
23.2214,1940,Average,PSE,10
17.4872,1940,Average,PSE,11
13.593,1940,Average,PSE,12
13.4027,1941,Average,PSE,1
15.4805,1941,Average,PSE,2
14.1214,1941,Average,PSE,3
18.8546,1941,Average,PSE,4
23.5591,1941,Average,PSE,5
24.1825,1941,Average,PSE,6
26.0329,1941,Average,PSE,7
26.4909,1941,Average,PSE,8
23.9211,1941,Average,PSE,9
20.7255,1941,Average,PSE,10
19.0816,1941,Average,PSE,11
11.4223,1941,Average,PSE,12
10.3013,1942,Average,PSE,1
13.1069,1942,Average,PSE,2
14.7581,1942,Average,PSE,3
19.4972,1942,Average,PSE,4
22.5229,1942,Average,PSE,5
26.0221,1942,Average,PSE,6
25.8698,1942,Average,PSE,7
25.6198,1942,Average,PSE,8
23.7014,1942,Average,PSE,9
21.7089,1942,Average,PSE,10
17.6463,1942,Average,PSE,11
13.2123,1942,Average,PSE,12
10.7907,1943,Average,PSE,1
10.5167,1943,Average,PSE,2
11.53,1943,Average,PSE,3
15.4584,1943,Average,PSE,4
20.5251,1943,Average,PSE,5
22.5072,1943,Average,PSE,6
25.473000000000003,1943,Average,PSE,7
26.2233,1943,Average,PSE,8
25.4612,1943,Average,PSE,9
24.1877,1943,Average,PSE,10
20.3009,1943,Average,PSE,11
15.0907,1943,Average,PSE,12
10.4466,1944,Average,PSE,1
12.4434,1944,Average,PSE,2
15.1095,1944,Average,PSE,3
18.8634,1944,Average,PSE,4
19.7254,1944,Average,PSE,5
24.9042,1944,Average,PSE,6
25.5123,1944,Average,PSE,7
25.7015,1944,Average,PSE,8
25.2321,1944,Average,PSE,9
22.6499,1944,Average,PSE,10
16.7588,1944,Average,PSE,11
12.8746,1944,Average,PSE,12
10.8665,1945,Average,PSE,1
10.0881,1945,Average,PSE,2
11.3006,1945,Average,PSE,3
15.9409,1945,Average,PSE,4
22.9039,1945,Average,PSE,5
23.1367,1945,Average,PSE,6
26.5353,1945,Average,PSE,7
27.4877,1945,Average,PSE,8
24.9887,1945,Average,PSE,9
20.6547,1945,Average,PSE,10
17.7763,1945,Average,PSE,11
12.4513,1945,Average,PSE,12
11.6712,1946,Average,PSE,1
11.2617,1946,Average,PSE,2
13.5251,1946,Average,PSE,3
18.2062,1946,Average,PSE,4
20.9271,1946,Average,PSE,5
23.836,1946,Average,PSE,6
26.1187,1946,Average,PSE,7
26.5982,1946,Average,PSE,8
25.9481,1946,Average,PSE,9
21.8828,1946,Average,PSE,10
20.3034,1946,Average,PSE,11
13.8872,1946,Average,PSE,12
11.644,1947,Average,PSE,1
13.9352,1947,Average,PSE,2
16.9106,1947,Average,PSE,3
18.8526,1947,Average,PSE,4
22.6902,1947,Average,PSE,5
23.8615,1947,Average,PSE,6
26.5432,1947,Average,PSE,7
26.9008,1947,Average,PSE,8
24.0198,1947,Average,PSE,9
21.9114,1947,Average,PSE,10
17.9034,1947,Average,PSE,11
14.9404,1947,Average,PSE,12
13.3058,1948,Average,PSE,1
12.0335,1948,Average,PSE,2
11.1398,1948,Average,PSE,3
16.3293,1948,Average,PSE,4
21.2569,1948,Average,PSE,5
23.149,1948,Average,PSE,6
25.7417,1948,Average,PSE,7
26.0132,1948,Average,PSE,8
24.0692,1948,Average,PSE,9
21.4306,1948,Average,PSE,10
17.0834,1948,Average,PSE,11
11.2118,1948,Average,PSE,12
10.1123,1949,Average,PSE,1
9.475430000000001,1949,Average,PSE,2
12.7882,1949,Average,PSE,3
14.439,1949,Average,PSE,4
22.5333,1949,Average,PSE,5
24.2911,1949,Average,PSE,6
25.1737,1949,Average,PSE,7
25.2119,1949,Average,PSE,8
22.5495,1949,Average,PSE,9
21.5789,1949,Average,PSE,10
19.5043,1949,Average,PSE,11
13.4118,1949,Average,PSE,12
9.724860000000001,1950,Average,PSE,1
10.5926,1950,Average,PSE,2
13.7798,1950,Average,PSE,3
19.0714,1950,Average,PSE,4
20.3901,1950,Average,PSE,5
23.171999999999997,1950,Average,PSE,6
25.8904,1950,Average,PSE,7
26.516,1950,Average,PSE,8
24.3114,1950,Average,PSE,9
20.8992,1950,Average,PSE,10
17.5158,1950,Average,PSE,11
14.9497,1950,Average,PSE,12
12.8253,1951,Average,PSE,1
13.094000000000001,1951,Average,PSE,2
16.8069,1951,Average,PSE,3
18.9719,1951,Average,PSE,4
22.4848,1951,Average,PSE,5
24.2373,1951,Average,PSE,6
26.4704,1951,Average,PSE,7
27.1458,1951,Average,PSE,8
25.301,1951,Average,PSE,9
21.7428,1951,Average,PSE,10
17.3886,1951,Average,PSE,11
11.6879,1951,Average,PSE,12
12.1259,1952,Average,PSE,1
13.222999999999999,1952,Average,PSE,2
13.8748,1952,Average,PSE,3
17.9503,1952,Average,PSE,4
21.3454,1952,Average,PSE,5
23.9612,1952,Average,PSE,6
25.4044,1952,Average,PSE,7
27.3945,1952,Average,PSE,8
26.9219,1952,Average,PSE,9
23.5433,1952,Average,PSE,10
17.5489,1952,Average,PSE,11
15.6644,1952,Average,PSE,12
12.2821,1953,Average,PSE,1
13.5237,1953,Average,PSE,2
12.1244,1953,Average,PSE,3
17.3068,1953,Average,PSE,4
21.2404,1953,Average,PSE,5
23.9966,1953,Average,PSE,6
26.7349,1953,Average,PSE,7
26.56,1953,Average,PSE,8
24.2879,1953,Average,PSE,9
22.8834,1953,Average,PSE,10
15.4622,1953,Average,PSE,11
11.075999999999999,1953,Average,PSE,12
11.1896,1954,Average,PSE,1
12.5165,1954,Average,PSE,2
15.9614,1954,Average,PSE,3
16.1742,1954,Average,PSE,4
22.0856,1954,Average,PSE,5
23.9179,1954,Average,PSE,6
26.7117,1954,Average,PSE,7
27.5837,1954,Average,PSE,8
24.7945,1954,Average,PSE,9
22.6347,1954,Average,PSE,10
18.1747,1954,Average,PSE,11
13.4721,1954,Average,PSE,12
13.324000000000002,1955,Average,PSE,1
15.3213,1955,Average,PSE,2
15.0436,1955,Average,PSE,3
18.3748,1955,Average,PSE,4
21.0952,1955,Average,PSE,5
25.4996,1955,Average,PSE,6
26.1916,1955,Average,PSE,7
25.7167,1955,Average,PSE,8
24.9218,1955,Average,PSE,9
23.7443,1955,Average,PSE,10
17.442,1955,Average,PSE,11
13.6728,1955,Average,PSE,12
12.2003,1956,Average,PSE,1
13.8032,1956,Average,PSE,2
12.6618,1956,Average,PSE,3
17.2591,1956,Average,PSE,4
19.5679,1956,Average,PSE,5
24.3242,1956,Average,PSE,6
26.7024,1956,Average,PSE,7
28.0281,1956,Average,PSE,8
24.6894,1956,Average,PSE,9
20.8184,1956,Average,PSE,10
17.641,1956,Average,PSE,11
12.6216,1956,Average,PSE,12
9.68628,1957,Average,PSE,1
11.76,1957,Average,PSE,2
14.5184,1957,Average,PSE,3
17.4486,1957,Average,PSE,4
20.4489,1957,Average,PSE,5
23.8031,1957,Average,PSE,6
26.0237,1957,Average,PSE,7
27.4354,1957,Average,PSE,8
25.0084,1957,Average,PSE,9
23.5154,1957,Average,PSE,10
17.7542,1957,Average,PSE,11
13.3623,1957,Average,PSE,12
12.4481,1958,Average,PSE,1
13.0232,1958,Average,PSE,2
16.0586,1958,Average,PSE,3
19.8053,1958,Average,PSE,4
20.7589,1958,Average,PSE,5
23.9006,1958,Average,PSE,6
25.5338,1958,Average,PSE,7
27.2151,1958,Average,PSE,8
24.2538,1958,Average,PSE,9
21.1224,1958,Average,PSE,10
17.5224,1958,Average,PSE,11
14.9218,1958,Average,PSE,12
12.6662,1959,Average,PSE,1
8.52727,1959,Average,PSE,2
12.9702,1959,Average,PSE,3
18.0818,1959,Average,PSE,4
21.6056,1959,Average,PSE,5
24.384,1959,Average,PSE,6
24.7516,1959,Average,PSE,7
25.366999999999997,1959,Average,PSE,8
23.2035,1959,Average,PSE,9
20.2779,1959,Average,PSE,10
17.0637,1959,Average,PSE,11
14.169,1959,Average,PSE,12
12.5261,1960,Average,PSE,1
14.0406,1960,Average,PSE,2
14.8932,1960,Average,PSE,3
18.1743,1960,Average,PSE,4
23.9102,1960,Average,PSE,5
23.7702,1960,Average,PSE,6
26.0072,1960,Average,PSE,7
26.5953,1960,Average,PSE,8
24.884,1960,Average,PSE,9
23.7869,1960,Average,PSE,10
18.583,1960,Average,PSE,11
16.4566,1960,Average,PSE,12
11.742,1961,Average,PSE,1
11.0706,1961,Average,PSE,2
12.9318,1961,Average,PSE,3
17.9392,1961,Average,PSE,4
21.6427,1961,Average,PSE,5
25.1929,1961,Average,PSE,6
26.1529,1961,Average,PSE,7
26.6195,1961,Average,PSE,8
23.0626,1961,Average,PSE,9
21.2457,1961,Average,PSE,10
16.5304,1961,Average,PSE,11
13.6818,1961,Average,PSE,12
12.8649,1962,Average,PSE,1
11.9864,1962,Average,PSE,2
17.1505,1962,Average,PSE,3
17.1394,1962,Average,PSE,4
21.6124,1962,Average,PSE,5
25.1736,1962,Average,PSE,6
26.1274,1962,Average,PSE,7
27.494,1962,Average,PSE,8
25.6443,1962,Average,PSE,9
23.1484,1962,Average,PSE,10
20.3958,1962,Average,PSE,11
14.3593,1962,Average,PSE,12
13.636,1963,Average,PSE,1
14.4881,1963,Average,PSE,2
13.494000000000002,1963,Average,PSE,3
18.6668,1963,Average,PSE,4
20.5652,1963,Average,PSE,5
24.5463,1963,Average,PSE,6
26.3698,1963,Average,PSE,7
27.3387,1963,Average,PSE,8
25.6527,1963,Average,PSE,9
23.4347,1963,Average,PSE,10
17.8838,1963,Average,PSE,11
12.8653,1963,Average,PSE,12
9.61315,1964,Average,PSE,1
11.6939,1964,Average,PSE,2
15.4013,1964,Average,PSE,3
16.7772,1964,Average,PSE,4
19.3274,1964,Average,PSE,5
23.8474,1964,Average,PSE,6
25.1052,1964,Average,PSE,7
25.5624,1964,Average,PSE,8
23.7876,1964,Average,PSE,9
22.2805,1964,Average,PSE,10
17.4388,1964,Average,PSE,11
13.3653,1964,Average,PSE,12
11.2579,1965,Average,PSE,1
12.6135,1965,Average,PSE,2
15.5959,1965,Average,PSE,3
17.0749,1965,Average,PSE,4
20.6753,1965,Average,PSE,5
25.5509,1965,Average,PSE,6
26.0484,1965,Average,PSE,7
26.5997,1965,Average,PSE,8
25.035,1965,Average,PSE,9
20.5726,1965,Average,PSE,10
16.7469,1965,Average,PSE,11
13.7483,1965,Average,PSE,12
12.5823,1966,Average,PSE,1
13.1564,1966,Average,PSE,2
14.5131,1966,Average,PSE,3
18.9266,1966,Average,PSE,4
20.982,1966,Average,PSE,5
24.8344,1966,Average,PSE,6
26.0661,1966,Average,PSE,7
26.6065,1966,Average,PSE,8
24.4591,1966,Average,PSE,9
22.4112,1966,Average,PSE,10
20.5858,1966,Average,PSE,11
14.1994,1966,Average,PSE,12
10.7168,1967,Average,PSE,1
10.7997,1967,Average,PSE,2
12.0452,1967,Average,PSE,3
16.8246,1967,Average,PSE,4
20.1373,1967,Average,PSE,5
23.3873,1967,Average,PSE,6
25.5641,1967,Average,PSE,7
26.1111,1967,Average,PSE,8
24.0888,1967,Average,PSE,9
21.785999999999998,1967,Average,PSE,10
16.4,1967,Average,PSE,11
13.6808,1967,Average,PSE,12
10.7994,1968,Average,PSE,1
11.7097,1968,Average,PSE,2
13.4607,1968,Average,PSE,3
18.6513,1968,Average,PSE,4
22.6044,1968,Average,PSE,5
24.8852,1968,Average,PSE,6
27.0243,1968,Average,PSE,7
25.9751,1968,Average,PSE,8
24.319000000000003,1968,Average,PSE,9
21.1468,1968,Average,PSE,10
17.5979,1968,Average,PSE,11
14.0022,1968,Average,PSE,12
11.1915,1969,Average,PSE,1
