Temperature - (Celsius),Year,Statistics,ISO3,Month
20.8768,1907,Average,TZA,5
19.387,1907,Average,TZA,6
19.1121,1907,Average,TZA,7
19.7005,1907,Average,TZA,8
21.4997,1907,Average,TZA,9
23.3879,1907,Average,TZA,10
23.5504,1907,Average,TZA,11
23.1645,1907,Average,TZA,12
23.3324,1908,Average,TZA,1
22.78,1908,Average,TZA,2
22.7682,1908,Average,TZA,3
22.6516,1908,Average,TZA,4
21.0934,1908,Average,TZA,5
20.3088,1908,Average,TZA,6
20.028,1908,Average,TZA,7
21.3091,1908,Average,TZA,8
21.9719,1908,Average,TZA,9
23.2326,1908,Average,TZA,10
23.4286,1908,Average,TZA,11
22.7373,1908,Average,TZA,12
21.8349,1909,Average,TZA,1
21.5987,1909,Average,TZA,2
22.3384,1909,Average,TZA,3
21.5883,1909,Average,TZA,4
20.7597,1909,Average,TZA,5
19.1043,1909,Average,TZA,6
19.2736,1909,Average,TZA,7
19.5009,1909,Average,TZA,8
21.403000000000002,1909,Average,TZA,9
22.8511,1909,Average,TZA,10
22.3786,1909,Average,TZA,11
21.7145,1909,Average,TZA,12
21.4735,1910,Average,TZA,1
21.7505,1910,Average,TZA,2
22.1625,1910,Average,TZA,3
21.3236,1910,Average,TZA,4
19.132,1910,Average,TZA,5
19.5028,1910,Average,TZA,6
18.4554,1910,Average,TZA,7
19.6933,1910,Average,TZA,8
20.5175,1910,Average,TZA,9
21.7802,1910,Average,TZA,10
22.3781,1910,Average,TZA,11
22.9931,1910,Average,TZA,12
22.4903,1911,Average,TZA,1
22.8053,1911,Average,TZA,2
22.5825,1911,Average,TZA,3
21.3426,1911,Average,TZA,4
21.4128,1911,Average,TZA,5
19.6205,1911,Average,TZA,6
17.959,1911,Average,TZA,7
20.0667,1911,Average,TZA,8
20.8854,1911,Average,TZA,9
22.7188,1911,Average,TZA,10
22.930999999999997,1911,Average,TZA,11
23.156999999999996,1911,Average,TZA,12
22.4571,1912,Average,TZA,1
22.1064,1912,Average,TZA,2
21.836,1912,Average,TZA,3
21.4207,1912,Average,TZA,4
21.0479,1912,Average,TZA,5
19.9262,1912,Average,TZA,6
18.9308,1912,Average,TZA,7
19.9162,1912,Average,TZA,8
21.4544,1912,Average,TZA,9
22.8041,1912,Average,TZA,10
23.0693,1912,Average,TZA,11
21.5725,1912,Average,TZA,12
20.8528,1913,Average,TZA,1
21.4646,1913,Average,TZA,2
20.8241,1913,Average,TZA,3
20.7216,1913,Average,TZA,4
20.3181,1913,Average,TZA,5
18.2995,1913,Average,TZA,6
18.0151,1913,Average,TZA,7
19.0717,1913,Average,TZA,8
21.511,1913,Average,TZA,9
22.5217,1913,Average,TZA,10
22.401999999999997,1913,Average,TZA,11
21.5367,1913,Average,TZA,12
21.5113,1914,Average,TZA,1
21.796999999999997,1914,Average,TZA,2
22.21,1914,Average,TZA,3
21.3387,1914,Average,TZA,4
20.4198,1914,Average,TZA,5
19.5931,1914,Average,TZA,6
18.6353,1914,Average,TZA,7
20.0778,1914,Average,TZA,8
21.2913,1914,Average,TZA,9
22.7753,1914,Average,TZA,10
22.6128,1914,Average,TZA,11
22.3594,1914,Average,TZA,12
21.9877,1915,Average,TZA,1
22.1163,1915,Average,TZA,2
22.7745,1915,Average,TZA,3
21.6616,1915,Average,TZA,4
19.3284,1915,Average,TZA,5
19.3193,1915,Average,TZA,6
19.3287,1915,Average,TZA,7
19.6201,1915,Average,TZA,8
21.5025,1915,Average,TZA,9
22.7051,1915,Average,TZA,10
21.646,1915,Average,TZA,11
21.1394,1915,Average,TZA,12
21.4639,1916,Average,TZA,1
21.6616,1916,Average,TZA,2
21.2248,1916,Average,TZA,3
21.0881,1916,Average,TZA,4
20.3089,1916,Average,TZA,5
18.5639,1916,Average,TZA,6
17.7403,1916,Average,TZA,7
18.8032,1916,Average,TZA,8
20.2243,1916,Average,TZA,9
23.9798,1916,Average,TZA,10
21.203000000000003,1916,Average,TZA,11
21.0732,1916,Average,TZA,12
20.2701,1917,Average,TZA,1
20.6242,1917,Average,TZA,2
20.424,1917,Average,TZA,3
20.1422,1917,Average,TZA,4
19.7853,1917,Average,TZA,5
18.1239,1917,Average,TZA,6
18.0648,1917,Average,TZA,7
19.588,1917,Average,TZA,8
20.0944,1917,Average,TZA,9
21.3141,1917,Average,TZA,10
21.2701,1917,Average,TZA,11
20.6128,1917,Average,TZA,12
20.5162,1918,Average,TZA,1
20.8211,1918,Average,TZA,2
21.0255,1918,Average,TZA,3
20.1249,1918,Average,TZA,4
19.2605,1918,Average,TZA,5
18.3784,1918,Average,TZA,6
18.3407,1918,Average,TZA,7
19.0225,1918,Average,TZA,8
20.6455,1918,Average,TZA,9
22.735,1918,Average,TZA,10
21.8318,1918,Average,TZA,11
21.5888,1918,Average,TZA,12
21.9738,1919,Average,TZA,1
22.3155,1919,Average,TZA,2
22.0626,1919,Average,TZA,3
21.1005,1919,Average,TZA,4
19.8599,1919,Average,TZA,5
18.4704,1919,Average,TZA,6
17.9188,1919,Average,TZA,7
19.4469,1919,Average,TZA,8
21.0694,1919,Average,TZA,9
21.0776,1919,Average,TZA,10
21.4171,1919,Average,TZA,11
21.0805,1919,Average,TZA,12
21.3688,1920,Average,TZA,1
21.2195,1920,Average,TZA,2
21.3427,1920,Average,TZA,3
19.7689,1920,Average,TZA,4
19.7316,1920,Average,TZA,5
17.7707,1920,Average,TZA,6
17.9819,1920,Average,TZA,7
19.3112,1920,Average,TZA,8
22.7154,1920,Average,TZA,9
24.0448,1920,Average,TZA,10
24.0734,1920,Average,TZA,11
20.1854,1920,Average,TZA,12
22.3101,1921,Average,TZA,1
22.5034,1921,Average,TZA,2
23.6582,1921,Average,TZA,3
22.7599,1921,Average,TZA,4
21.5244,1921,Average,TZA,5
19.8245,1921,Average,TZA,6
20.4192,1921,Average,TZA,7
20.7075,1921,Average,TZA,8
21.8946,1921,Average,TZA,9
23.3664,1921,Average,TZA,10
23.4097,1921,Average,TZA,11
23.4947,1921,Average,TZA,12
23.506999999999998,1922,Average,TZA,1
24.0406,1922,Average,TZA,2
23.5263,1922,Average,TZA,3
22.3271,1922,Average,TZA,4
20.7034,1922,Average,TZA,5
20.5799,1922,Average,TZA,6
18.9438,1922,Average,TZA,7
20.8103,1922,Average,TZA,8
22.4945,1922,Average,TZA,9
22.7771,1922,Average,TZA,10
23.3254,1922,Average,TZA,11
22.6559,1922,Average,TZA,12
22.9918,1923,Average,TZA,1
23.3341,1923,Average,TZA,2
22.7617,1923,Average,TZA,3
22.1194,1923,Average,TZA,4
21.7444,1923,Average,TZA,5
19.9722,1923,Average,TZA,6
19.3924,1923,Average,TZA,7
20.2374,1923,Average,TZA,8
21.6502,1923,Average,TZA,9
23.0824,1923,Average,TZA,10
23.1789,1923,Average,TZA,11
23.2636,1923,Average,TZA,12
22.8196,1924,Average,TZA,1
23.5062,1924,Average,TZA,2
23.6685,1924,Average,TZA,3
22.51,1924,Average,TZA,4
22.1045,1924,Average,TZA,5
20.7681,1924,Average,TZA,6
20.2427,1924,Average,TZA,7
21.0519,1924,Average,TZA,8
22.4696,1924,Average,TZA,9
23.6711,1924,Average,TZA,10
23.7808,1924,Average,TZA,11
23.1937,1924,Average,TZA,12
21.8466,1925,Average,TZA,1
22.5663,1925,Average,TZA,2
22.7501,1925,Average,TZA,3
22.8561,1925,Average,TZA,4
21.8884,1925,Average,TZA,5
20.8003,1925,Average,TZA,6
20.2877,1925,Average,TZA,7
21.0072,1925,Average,TZA,8
22.151999999999997,1925,Average,TZA,9
23.6208,1925,Average,TZA,10
23.7416,1925,Average,TZA,11
23.4371,1925,Average,TZA,12
23.0053,1926,Average,TZA,1
24.6993,1926,Average,TZA,2
23.3074,1926,Average,TZA,3
23.4178,1926,Average,TZA,4
21.8123,1926,Average,TZA,5
20.4781,1926,Average,TZA,6
20.1741,1926,Average,TZA,7
20.7317,1926,Average,TZA,8
23.1053,1926,Average,TZA,9
23.8168,1926,Average,TZA,10
23.8334,1926,Average,TZA,11
22.6163,1926,Average,TZA,12
24.0813,1927,Average,TZA,1
23.5801,1927,Average,TZA,2
23.3919,1927,Average,TZA,3
22.1945,1927,Average,TZA,4
21.0392,1927,Average,TZA,5
19.4225,1927,Average,TZA,6
18.8394,1927,Average,TZA,7
20.9932,1927,Average,TZA,8
22.7713,1927,Average,TZA,9
24.2404,1927,Average,TZA,10
23.7386,1927,Average,TZA,11
23.3713,1927,Average,TZA,12
23.9411,1928,Average,TZA,1
24.1007,1928,Average,TZA,2
23.5315,1928,Average,TZA,3
23.3846,1928,Average,TZA,4
21.581,1928,Average,TZA,5
20.6513,1928,Average,TZA,6
19.0988,1928,Average,TZA,7
20.9133,1928,Average,TZA,8
22.99,1928,Average,TZA,9
24.1627,1928,Average,TZA,10
24.064,1928,Average,TZA,11
23.3063,1928,Average,TZA,12
21.3371,1929,Average,TZA,1
22.0925,1929,Average,TZA,2
21.9138,1929,Average,TZA,3
20.5114,1929,Average,TZA,4
19.401,1929,Average,TZA,5
18.385,1929,Average,TZA,6
18.407,1929,Average,TZA,7
18.7111,1929,Average,TZA,8
20.201,1929,Average,TZA,9
21.6688,1929,Average,TZA,10
21.6542,1929,Average,TZA,11
21.0232,1929,Average,TZA,12
21.5868,1930,Average,TZA,1
21.2421,1930,Average,TZA,2
21.2544,1930,Average,TZA,3
20.6341,1930,Average,TZA,4
19.8292,1930,Average,TZA,5
18.1272,1930,Average,TZA,6
18.4459,1930,Average,TZA,7
19.4979,1930,Average,TZA,8
21.3202,1930,Average,TZA,9
21.6606,1930,Average,TZA,10
22.0198,1930,Average,TZA,11
21.6656,1930,Average,TZA,12
22.2943,1931,Average,TZA,1
23.5659,1931,Average,TZA,2
22.278000000000002,1931,Average,TZA,3
22.0156,1931,Average,TZA,4
21.4717,1931,Average,TZA,5
20.3228,1931,Average,TZA,6
19.6922,1931,Average,TZA,7
21.1476,1931,Average,TZA,8
22.1738,1931,Average,TZA,9
23.8185,1931,Average,TZA,10
23.6754,1931,Average,TZA,11
21.5618,1931,Average,TZA,12
21.8002,1932,Average,TZA,1
22.0463,1932,Average,TZA,2
21.6698,1932,Average,TZA,3
21.1129,1932,Average,TZA,4
20.5017,1932,Average,TZA,5
19.8237,1932,Average,TZA,6
18.6938,1932,Average,TZA,7
20.4444,1932,Average,TZA,8
22.3955,1932,Average,TZA,9
23.2977,1932,Average,TZA,10
23.9073,1932,Average,TZA,11
22.1358,1932,Average,TZA,12
21.3878,1933,Average,TZA,1
21.874000000000002,1933,Average,TZA,2
22.5012,1933,Average,TZA,3
22.1808,1933,Average,TZA,4
21.6164,1933,Average,TZA,5
20.7348,1933,Average,TZA,6
19.3675,1933,Average,TZA,7
20.3928,1933,Average,TZA,8
20.9117,1933,Average,TZA,9
22.4463,1933,Average,TZA,10
23.6619,1933,Average,TZA,11
21.8522,1933,Average,TZA,12
22.1788,1934,Average,TZA,1
22.0928,1934,Average,TZA,2
22.4414,1934,Average,TZA,3
21.8286,1934,Average,TZA,4
21.1473,1934,Average,TZA,5
20.177,1934,Average,TZA,6
19.5959,1934,Average,TZA,7
20.7578,1934,Average,TZA,8
21.7791,1934,Average,TZA,9
22.7738,1934,Average,TZA,10
22.7118,1934,Average,TZA,11
22.0608,1934,Average,TZA,12
22.7496,1935,Average,TZA,1
21.8773,1935,Average,TZA,2
22.4471,1935,Average,TZA,3
21.5252,1935,Average,TZA,4
21.1933,1935,Average,TZA,5
20.0805,1935,Average,TZA,6
19.0317,1935,Average,TZA,7
20.1232,1935,Average,TZA,8
22.2245,1935,Average,TZA,9
23.2304,1935,Average,TZA,10
23.7711,1935,Average,TZA,11
22.2931,1935,Average,TZA,12
22.0791,1936,Average,TZA,1
22.2981,1936,Average,TZA,2
22.051,1936,Average,TZA,3
21.4385,1936,Average,TZA,4
21.3555,1936,Average,TZA,5
19.6377,1936,Average,TZA,6
19.5264,1936,Average,TZA,7
20.1839,1936,Average,TZA,8
21.6272,1936,Average,TZA,9
23.4594,1936,Average,TZA,10
23.8851,1936,Average,TZA,11
22.2989,1936,Average,TZA,12
22.855,1937,Average,TZA,1
22.8686,1937,Average,TZA,2
22.6306,1937,Average,TZA,3
21.5743,1937,Average,TZA,4
20.499000000000002,1937,Average,TZA,5
19.6118,1937,Average,TZA,6
19.272000000000002,1937,Average,TZA,7
19.7957,1937,Average,TZA,8
22.0641,1937,Average,TZA,9
22.7231,1937,Average,TZA,10
23.2089,1937,Average,TZA,11
22.274,1937,Average,TZA,12
22.5625,1938,Average,TZA,1
22.4723,1938,Average,TZA,2
22.6277,1938,Average,TZA,3
22.2852,1938,Average,TZA,4
21.3131,1938,Average,TZA,5
20.017,1938,Average,TZA,6
19.9037,1938,Average,TZA,7
20.659000000000002,1938,Average,TZA,8
22.022,1938,Average,TZA,9
23.1938,1938,Average,TZA,10
23.0603,1938,Average,TZA,11
22.4528,1938,Average,TZA,12
22.3298,1939,Average,TZA,1
22.7323,1939,Average,TZA,2
22.2305,1939,Average,TZA,3
21.6851,1939,Average,TZA,4
21.0851,1939,Average,TZA,5
19.6792,1939,Average,TZA,6
19.9335,1939,Average,TZA,7
20.9688,1939,Average,TZA,8
21.8909,1939,Average,TZA,9
23.5059,1939,Average,TZA,10
23.3622,1939,Average,TZA,11
23.0213,1939,Average,TZA,12
23.0377,1940,Average,TZA,1
22.8866,1940,Average,TZA,2
22.6628,1940,Average,TZA,3
22.0544,1940,Average,TZA,4
21.6111,1940,Average,TZA,5
20.7865,1940,Average,TZA,6
19.529,1940,Average,TZA,7
21.0895,1940,Average,TZA,8
22.6852,1940,Average,TZA,9
23.4797,1940,Average,TZA,10
23.3512,1940,Average,TZA,11
23.1962,1940,Average,TZA,12
23.1291,1941,Average,TZA,1
23.6789,1941,Average,TZA,2
22.8155,1941,Average,TZA,3
22.6168,1941,Average,TZA,4
21.7777,1941,Average,TZA,5
20.8184,1941,Average,TZA,6
19.5421,1941,Average,TZA,7
21.0323,1941,Average,TZA,8
22.6852,1941,Average,TZA,9
24.1395,1941,Average,TZA,10
23.3625,1941,Average,TZA,11
22.4012,1941,Average,TZA,12
23.3379,1942,Average,TZA,1
23.4347,1942,Average,TZA,2
23.2634,1942,Average,TZA,3
22.3141,1942,Average,TZA,4
21.3148,1942,Average,TZA,5
20.4482,1942,Average,TZA,6
19.3733,1942,Average,TZA,7
20.5993,1942,Average,TZA,8
21.891,1942,Average,TZA,9
22.8917,1942,Average,TZA,10
22.6452,1942,Average,TZA,11
22.6282,1942,Average,TZA,12
23.046,1943,Average,TZA,1
22.368000000000002,1943,Average,TZA,2
22.5976,1943,Average,TZA,3
22.3242,1943,Average,TZA,4
21.4927,1943,Average,TZA,5
19.9306,1943,Average,TZA,6
19.3586,1943,Average,TZA,7
20.609,1943,Average,TZA,8
21.4441,1943,Average,TZA,9
23.1268,1943,Average,TZA,10
23.8607,1943,Average,TZA,11
23.4752,1943,Average,TZA,12
22.7928,1944,Average,TZA,1
22.9439,1944,Average,TZA,2
22.4965,1944,Average,TZA,3
22.1709,1944,Average,TZA,4
21.384,1944,Average,TZA,5
20.9428,1944,Average,TZA,6
20.1327,1944,Average,TZA,7
20.9567,1944,Average,TZA,8
22.2921,1944,Average,TZA,9
23.5635,1944,Average,TZA,10
23.0085,1944,Average,TZA,11
22.8909,1944,Average,TZA,12
22.9131,1945,Average,TZA,1
22.7528,1945,Average,TZA,2
22.9884,1945,Average,TZA,3
22.5111,1945,Average,TZA,4
21.5031,1945,Average,TZA,5
19.8173,1945,Average,TZA,6
19.4996,1945,Average,TZA,7
20.67,1945,Average,TZA,8
21.859,1945,Average,TZA,9
23.7964,1945,Average,TZA,10
23.6336,1945,Average,TZA,11
22.5093,1945,Average,TZA,12
23.2835,1946,Average,TZA,1
23.5923,1946,Average,TZA,2
23.1365,1946,Average,TZA,3
22.1935,1946,Average,TZA,4
21.6072,1946,Average,TZA,5
20.2176,1946,Average,TZA,6
19.564,1946,Average,TZA,7
20.413,1946,Average,TZA,8
21.910999999999998,1946,Average,TZA,9
23.6066,1946,Average,TZA,10
22.9805,1946,Average,TZA,11
22.8635,1946,Average,TZA,12
23.1126,1947,Average,TZA,1
22.7105,1947,Average,TZA,2
22.5081,1947,Average,TZA,3
22.4106,1947,Average,TZA,4
20.8746,1947,Average,TZA,5
20.0162,1947,Average,TZA,6
19.9112,1947,Average,TZA,7
20.2606,1947,Average,TZA,8
22.0124,1947,Average,TZA,9
23.3326,1947,Average,TZA,10
23.6759,1947,Average,TZA,11
22.7327,1947,Average,TZA,12
23.0198,1948,Average,TZA,1
23.1263,1948,Average,TZA,2
22.5899,1948,Average,TZA,3
22.5155,1948,Average,TZA,4
21.9816,1948,Average,TZA,5
20.5378,1948,Average,TZA,6
19.783,1948,Average,TZA,7
20.9888,1948,Average,TZA,8
21.9425,1948,Average,TZA,9
23.5236,1948,Average,TZA,10
23.6517,1948,Average,TZA,11
23.1131,1948,Average,TZA,12
23.0183,1949,Average,TZA,1
22.8449,1949,Average,TZA,2
23.656999999999996,1949,Average,TZA,3
22.7107,1949,Average,TZA,4
22.1373,1949,Average,TZA,5
20.9171,1949,Average,TZA,6
20.4288,1949,Average,TZA,7
21.6114,1949,Average,TZA,8
22.4023,1949,Average,TZA,9
23.5681,1949,Average,TZA,10
24.2348,1949,Average,TZA,11
23.4335,1949,Average,TZA,12
22.7768,1950,Average,TZA,1
22.6551,1950,Average,TZA,2
22.4517,1950,Average,TZA,3
21.9902,1950,Average,TZA,4
21.0288,1950,Average,TZA,5
20.1368,1950,Average,TZA,6
19.8228,1950,Average,TZA,7
20.8192,1950,Average,TZA,8
21.8246,1950,Average,TZA,9
22.5131,1950,Average,TZA,10
23.3067,1950,Average,TZA,11
23.0127,1950,Average,TZA,12
22.8891,1951,Average,TZA,1
22.572,1951,Average,TZA,2
23.0089,1951,Average,TZA,3
22.2454,1951,Average,TZA,4
21.5462,1951,Average,TZA,5
20.2414,1951,Average,TZA,6
20.0509,1951,Average,TZA,7
21.025,1951,Average,TZA,8
22.6706,1951,Average,TZA,9
23.894000000000002,1951,Average,TZA,10
23.6864,1951,Average,TZA,11
22.7677,1951,Average,TZA,12
23.6921,1952,Average,TZA,1
23.5601,1952,Average,TZA,2
23.6038,1952,Average,TZA,3
22.9371,1952,Average,TZA,4
22.0007,1952,Average,TZA,5
20.2937,1952,Average,TZA,6
20.2304,1952,Average,TZA,7
21.156,1952,Average,TZA,8
22.1753,1952,Average,TZA,9
23.539,1952,Average,TZA,10
23.4433,1952,Average,TZA,11
23.7598,1952,Average,TZA,12
23.6088,1953,Average,TZA,1
23.6341,1953,Average,TZA,2
23.3975,1953,Average,TZA,3
22.9901,1953,Average,TZA,4
22.1435,1953,Average,TZA,5
20.6355,1953,Average,TZA,6
20.1594,1953,Average,TZA,7
21.2667,1953,Average,TZA,8
21.8689,1953,Average,TZA,9
23.6179,1953,Average,TZA,10
24.4832,1953,Average,TZA,11
23.5933,1953,Average,TZA,12
23.1862,1954,Average,TZA,1
23.6126,1954,Average,TZA,2
23.4938,1954,Average,TZA,3
22.6122,1954,Average,TZA,4
21.8415,1954,Average,TZA,5
20.0712,1954,Average,TZA,6
20.0608,1954,Average,TZA,7
21.176,1954,Average,TZA,8
22.377,1954,Average,TZA,9
23.7056,1954,Average,TZA,10
23.4296,1954,Average,TZA,11
23.4068,1954,Average,TZA,12
23.279,1955,Average,TZA,1
22.9675,1955,Average,TZA,2
23.0314,1955,Average,TZA,3
22.49,1955,Average,TZA,4
21.4278,1955,Average,TZA,5
20.1735,1955,Average,TZA,6
20.3516,1955,Average,TZA,7
20.8951,1955,Average,TZA,8
22.1477,1955,Average,TZA,9
23.6768,1955,Average,TZA,10
24.1257,1955,Average,TZA,11
23.0544,1955,Average,TZA,12
22.2527,1956,Average,TZA,1
22.97,1956,Average,TZA,2
23.0382,1956,Average,TZA,3
22.2362,1956,Average,TZA,4
21.5773,1956,Average,TZA,5
20.1425,1956,Average,TZA,6
19.3575,1956,Average,TZA,7
21.0334,1956,Average,TZA,8
21.6649,1956,Average,TZA,9
23.2331,1956,Average,TZA,10
23.5232,1956,Average,TZA,11
22.973000000000003,1956,Average,TZA,12
22.7724,1957,Average,TZA,1
22.4985,1957,Average,TZA,2
22.8285,1957,Average,TZA,3
22.581,1957,Average,TZA,4
21.541,1957,Average,TZA,5
20.2101,1957,Average,TZA,6
20.2165,1957,Average,TZA,7
21.3183,1957,Average,TZA,8
22.6953,1957,Average,TZA,9
24.1025,1957,Average,TZA,10
24.5236,1957,Average,TZA,11
23.3137,1957,Average,TZA,12
23.6134,1958,Average,TZA,1
23.3515,1958,Average,TZA,2
23.4744,1958,Average,TZA,3
23.4349,1958,Average,TZA,4
21.8465,1958,Average,TZA,5
20.5311,1958,Average,TZA,6
19.7544,1958,Average,TZA,7
21.1976,1958,Average,TZA,8
23.0004,1958,Average,TZA,9
23.9076,1958,Average,TZA,10
24.3023,1958,Average,TZA,11
23.4552,1958,Average,TZA,12
23.6055,1959,Average,TZA,1
23.4175,1959,Average,TZA,2
23.2263,1959,Average,TZA,3
22.8761,1959,Average,TZA,4
22.2996,1959,Average,TZA,5
20.8479,1959,Average,TZA,6
20.2023,1959,Average,TZA,7
21.2489,1959,Average,TZA,8
22.2332,1959,Average,TZA,9
23.4612,1959,Average,TZA,10
23.5834,1959,Average,TZA,11
23.2466,1959,Average,TZA,12
22.9715,1960,Average,TZA,1
23.0367,1960,Average,TZA,2
22.5865,1960,Average,TZA,3
22.2335,1960,Average,TZA,4
21.6283,1960,Average,TZA,5
20.5997,1960,Average,TZA,6
19.6838,1960,Average,TZA,7
21.1095,1960,Average,TZA,8
22.1636,1960,Average,TZA,9
23.5405,1960,Average,TZA,10
23.6049,1960,Average,TZA,11
23.6713,1960,Average,TZA,12
24.0206,1961,Average,TZA,1
23.0945,1961,Average,TZA,2
23.3825,1961,Average,TZA,3
23.0368,1961,Average,TZA,4
22.8272,1961,Average,TZA,5
21.1302,1961,Average,TZA,6
20.6065,1961,Average,TZA,7
21.0217,1961,Average,TZA,8
22.4198,1961,Average,TZA,9
23.7141,1961,Average,TZA,10
22.7634,1961,Average,TZA,11
22.7421,1961,Average,TZA,12
22.2891,1962,Average,TZA,1
22.9315,1962,Average,TZA,2
22.906,1962,Average,TZA,3
22.7431,1962,Average,TZA,4
21.0064,1962,Average,TZA,5
20.3319,1962,Average,TZA,6
20.129,1962,Average,TZA,7
21.1834,1962,Average,TZA,8
22.0078,1962,Average,TZA,9
22.7752,1962,Average,TZA,10
23.4877,1962,Average,TZA,11
23.0551,1962,Average,TZA,12
22.4577,1963,Average,TZA,1
22.8166,1963,Average,TZA,2
22.7617,1963,Average,TZA,3
22.0617,1963,Average,TZA,4
21.0578,1963,Average,TZA,5
19.9015,1963,Average,TZA,6
20.2852,1963,Average,TZA,7
20.5178,1963,Average,TZA,8
21.9419,1963,Average,TZA,9
23.8386,1963,Average,TZA,10
22.8241,1963,Average,TZA,11
22.846,1963,Average,TZA,12
22.9651,1964,Average,TZA,1
23.274,1964,Average,TZA,2
23.2227,1964,Average,TZA,3
22.6188,1964,Average,TZA,4
21.1417,1964,Average,TZA,5
20.1643,1964,Average,TZA,6
19.0411,1964,Average,TZA,7
20.4908,1964,Average,TZA,8
21.307,1964,Average,TZA,9
22.878,1964,Average,TZA,10
23.4645,1964,Average,TZA,11
22.9476,1964,Average,TZA,12
22.4138,1965,Average,TZA,1
22.7245,1965,Average,TZA,2
22.8167,1965,Average,TZA,3
22.2977,1965,Average,TZA,4
21.2585,1965,Average,TZA,5
19.7254,1965,Average,TZA,6
19.738,1965,Average,TZA,7
20.6828,1965,Average,TZA,8
22.1012,1965,Average,TZA,9
22.9596,1965,Average,TZA,10
23.718000000000004,1965,Average,TZA,11
23.1435,1965,Average,TZA,12
23.4465,1966,Average,TZA,1
23.3657,1966,Average,TZA,2
23.0267,1966,Average,TZA,3
22.4066,1966,Average,TZA,4
21.9925,1966,Average,TZA,5
20.6842,1966,Average,TZA,6
20.4747,1966,Average,TZA,7
21.3945,1966,Average,TZA,8
22.6463,1966,Average,TZA,9
23.3277,1966,Average,TZA,10
23.4616,1966,Average,TZA,11
23.363000000000003,1966,Average,TZA,12
23.1644,1967,Average,TZA,1
23.4705,1967,Average,TZA,2
23.5339,1967,Average,TZA,3
22.5746,1967,Average,TZA,4
21.7053,1967,Average,TZA,5
20.3988,1967,Average,TZA,6
19.9621,1967,Average,TZA,7
20.7837,1967,Average,TZA,8
21.9119,1967,Average,TZA,9
23.401,1967,Average,TZA,10
23.2163,1967,Average,TZA,11
22.6799,1967,Average,TZA,12
22.3613,1968,Average,TZA,1
22.5157,1968,Average,TZA,2
22.153000000000002,1968,Average,TZA,3
21.8137,1968,Average,TZA,4
21.2708,1968,Average,TZA,5
19.5949,1968,Average,TZA,6
19.6858,1968,Average,TZA,7
20.495,1968,Average,TZA,8
21.8885,1968,Average,TZA,9
23.3714,1968,Average,TZA,10
23.0659,1968,Average,TZA,11
22.9626,1968,Average,TZA,12
23.1074,1969,Average,TZA,1
23.1431,1969,Average,TZA,2
23.4667,1969,Average,TZA,3
23.4341,1969,Average,TZA,4
