Decade,UN_Geosheme_Subregion,Disaster_Type,RCP,Financial_Impact,Human_Impact,DO
2040,Middle Africa,Floods,6.0,1917922325,1555492,11
2040,Middle Africa,Floods,8.5,1569209175,1272675,9
2040,Middle Africa,Storms,2.6,54000,4095,9
2040,Middle Africa,Storms,4.5,42000,3185,7
2040,Middle Africa,Storms,6.0,66000,5005,11
2040,Middle Africa,Storms,8.5,54000,4095,9
2040,Northern Africa,Droughts,2.6,1634334000,9931860,69
2040,Northern Africa,Droughts,4.5,1776450000,10795500,75
2040,Northern Africa,Droughts,6.0,1658020000,10075800,70
2040,Northern Africa,Droughts,8.5,1752764000,10651560,74
2040,Northern Africa,Floods,2.6,1917922325,1555492,11
2040,Northern Africa,Floods,4.5,1046139450,848450,6
2040,Northern Africa,Floods,6.0,1569209175,1272675,9
2040,Northern Africa,Floods,8.5,1394852600,1131267,8
2040,Northern Africa,Storms,2.6,52063000,21351,11
2040,Northern Africa,Storms,4.5,47330000,19410,10
2040,Northern Africa,Storms,6.0,52063000,21351,11
2040,Northern Africa,Storms,8.5,47330000,19410,10
2040,Northern America,Droughts,2.6,8037753000,66759,51
2040,Northern America,Droughts,4.5,8037753000,66759,51
2040,Northern America,Droughts,6.0,8037753000,66759,51
2040,Northern America,Droughts,8.5,8037753000,66759,51
2040,Northern America,Floods,2.6,697426300,565633,4
2040,Northern America,Floods,4.5,523069725,424225,3
2040,Northern America,Floods,6.0,697426300,565633,4
2040,Northern America,Floods,8.5,523069725,424225,3
2040,Northern America,Storms,2.6,86324000,28756,28
2040,Northern America,Storms,4.5,86324000,28756,28
2040,Northern America,Storms,6.0,86324000,28756,28
2040,Northern America,Storms,8.5,83241000,27729,27
2040,Northern Europe,Droughts,2.6,1888634000,0,22
2040,Northern Europe,Droughts,4.5,1888634000,0,22
2040,Northern Europe,Droughts,6.0,1888634000,0,22
2040,Northern Europe,Droughts,8.5,1888634000,0,22
2040,Northern Europe,Floods,2.6,1569209175,1272675,9
2040,Northern Europe,Floods,4.5,1917922325,1555492,11
2040,Northern Europe,Floods,6.0,2266635475,1838309,13
2040,Northern Europe,Floods,8.5,2092278900,1696900,12
2040,Northern Europe,Storms,2.6,76014000,12834,18
2040,Northern Europe,Storms,4.5,97129000,16399,23
2040,Northern Europe,Storms,6.0,97129000,16399,23
2040,Northern Europe,Storms,8.5,84460000,14260,20
2040,Polynesia,Droughts,2.6,0,0,86
2040,Polynesia,Droughts,4.5,0,0,86
2040,Polynesia,Droughts,6.0,0,0,86
2040,Polynesia,Droughts,8.5,0,0,86
2040,Polynesia,Storms,2.6,1767000,795,3
2040,Polynesia,Storms,4.5,2356000,1060,4
2040,Polynesia,Storms,6.0,1767000,795,3
2040,Polynesia,Storms,8.5,1178000,530,2
2040,South America,Droughts,2.6,454649000,1338035,41
2040,South America,Droughts,4.5,765141000,2251815,69
2040,South America,Droughts,6.0,820586000,2414990,74
2040,South America,Droughts,8.5,831675000,2447625,75
2040,South America,Floods,2.6,3138418350,2545351,18
2040,South America,Floods,4.5,3312774925,2686759,19
2040,South America,Floods,6.0,2964061775,2403943,17
2040,South America,Floods,8.5,3138418350,2545351,18
2040,South America,Storms,2.6,20680000,22110,55
2040,South America,Storms,4.5,19552000,20904,52
2040,South America,Storms,6.0,18424000,19698,49
2040,South America,Storms,8.5,21056000,22512,56
2040,South-Eastern Asia,Droughts,2.6,620144000,2082080,56
2040,South-Eastern Asia,Droughts,4.5,786254000,2639780,71
2040,South-Eastern Asia,Droughts,6.0,620144000,2082080,56
2040,South-Eastern Asia,Droughts,8.5,775180000,2602600,70
2040,South-Eastern Asia,Floods,2.6,2257065368,1830547,10
2040,South-Eastern Asia,Floods,4.5,2431421943,1971956,11
2040,South-Eastern Asia,Floods,6.0,2349028709,1905132,12
2040,South-Eastern Asia,Floods,8.5,2000315559,1622315,10
2040,South-Eastern Asia,Storms,2.6,20009000,100794,107
2040,South-Eastern Asia,Storms,4.5,21131000,106446,113
2040,South-Eastern Asia,Storms,6.0,20757000,104562,111
2040,South-Eastern Asia,Storms,8.5,23562000,118692,126
2040,Southern Africa,Droughts,2.6,25730000,112705,5
2040,Southern Africa,Droughts,4.5,123504000,540984,24
2040,Southern Africa,Droughts,6.0,123504000,540984,24
2040,Southern Africa,Droughts,8.5,113212000,495902,22
2040,Southern Africa,Floods,2.6,1220496025,989858,7
2040,Southern Africa,Floods,4.5,1394852600,1131267,8
2040,Southern Africa,Floods,6.0,1394852600,1131267,8
2040,Southern Africa,Floods,8.5,1394852600,1131267,8
2040,Southern Africa,Storms,2.6,35529000,23101,13
2040,Southern Africa,Storms,4.5,32796000,21324,12
2040,Southern Africa,Storms,6.0,32796000,21324,12
2040,Southern Africa,Storms,8.5,38262000,24878,14
2040,Southern Asia,Droughts,2.6,890064000,54855792,72
2040,Southern Asia,Droughts,4.5,655186000,40379958,53
2040,Southern Asia,Droughts,6.0,939512000,57903336,76
2040,Southern Asia,Droughts,8.5,655186000,40379958,53
2040,Southern Asia,Floods,2.6,17692039736,14348775,13
2040,Southern Asia,Floods,4.5,48191290918,39084583,10
2040,Southern Asia,Floods,6.0,51051294868,41404132,14
2040,Southern Asia,Floods,8.5,29332589408,23789610,12
2040,Southern Asia,Storms,2.6,121784000,278616,104
2040,Southern Asia,Storms,4.5,128810000,294690,110
2040,Southern Asia,Storms,6.0,125297000,286653,107
2040,Southern Asia,Storms,8.5,134665000,308085,115
2040,Southern Europe,Droughts,2.6,563584000,1030280,8
2040,Southern Europe,Droughts,4.5,563584000,1030280,8
2040,Southern Europe,Droughts,6.0,563584000,1030280,8
2040,Southern Europe,Droughts,8.5,493136000,901495,7
2040,Southern Europe,Floods,2.6,3138418350,2545351,18
2040,Southern Europe,Floods,4.5,2789705200,2262534,16
2040,Southern Europe,Floods,6.0,3312774925,2686759,19
2040,Southern Europe,Floods,8.5,2440992050,1979717,14
2040,Southern Europe,Storms,2.6,92196000,8424,26
2040,Southern Europe,Storms,4.5,102834000,9396,29
2040,Southern Europe,Storms,6.0,95742000,8748,27
2040,Southern Europe,Storms,8.5,113472000,10368,32
2040,Western Africa,Droughts,2.6,38152000,1075476,76
2040,Western Africa,Droughts,4.5,38152000,1075476,76
2040,Western Africa,Droughts,6.0,38152000,1075476,76
2040,Western Africa,Droughts,8.5,38152000,1075476,76
2040,Western Africa,Floods,2.6,3661488075,2969576,21
2040,Western Africa,Floods,4.5,3835844650,3110985,22
2040,Western Africa,Floods,6.0,3312774925,2686759,19
2040,Western Africa,Floods,8.5,3312774925,2686759,19
2040,Western Africa,Storms,2.6,1300000,6425,25
2040,Western Africa,Storms,4.5,1040000,5140,20
2040,Western Africa,Storms,6.0,988000,4883,19
2040,Western Africa,Storms,8.5,884000,4369,17
2040,Western Asia,Droughts,2.6,50720000,427500,10
2040,Western Asia,Droughts,4.5,50720000,427500,10
2040,Western Asia,Droughts,6.0,50720000,427500,10
2040,Western Asia,Droughts,8.5,65936000,555750,13
2040,Western Asia,Floods,2.6,3661488075,2969576,21
2040,Western Asia,Floods,4.5,2964061775,2403943,17
2040,Western Asia,Floods,6.0,3487131500,2828168,20
2040,Western Asia,Floods,8.5,3138418350,2545351,18
2040,Western Asia,Storms,2.6,210240000,58528,32
2040,Western Asia,Storms,4.5,295650000,82305,45
2040,Western Asia,Storms,6.0,256230000,71331,39
2040,Western Asia,Storms,8.5,177390000,49383,27
2040,Western Europe,Droughts,2.6,2576000000,0,16
2040,Western Europe,Droughts,4.5,2737000000,0,17
2040,Western Europe,Droughts,6.0,2737000000,0,17
2040,Western Europe,Droughts,8.5,2576000000,0,16
2040,Western Europe,Floods,2.6,2092278900,1696900,12
2040,Western Europe,Floods,4.5,1917922325,1555492,11
2040,Western Europe,Floods,6.0,2092278900,1696900,12
2040,Western Europe,Floods,8.5,1743565750,1414084,10
2040,Western Europe,Storms,2.6,36900000,11358,18
2040,Western Europe,Storms,4.5,43050000,13251,21
2040,Western Europe,Storms,6.0,38950000,11989,19
2040,Western Europe,Storms,8.5,41000000,12620,20
2050,Australia and New Zealand,Droughts,2.6,1586988000,3539991,13
2050,Australia and New Zealand,Droughts,4.5,1586988000,3539991,13
2050,Australia and New Zealand,Droughts,6.0,1586988000,3539991,13
2050,Australia and New Zealand,Droughts,8.5,1464912000,3267684,12
2050,Australia and New Zealand,Floods,2.6,697426300,565633,4
2050,Australia and New Zealand,Floods,4.5,348713150,282816,2
2050,Australia and New Zealand,Floods,6.0,523069725,424225,3
2050,Australia and New Zealand,Floods,8.5,523069725,424225,3
2050,Australia and New Zealand,Storms,2.6,39805000,11818,19
2050,Australia and New Zealand,Storms,4.5,48185000,14306,23
2050,Australia and New Zealand,Storms,6.0,43995000,13062,21
2050,Australia and New Zealand,Storms,8.5,43995000,13062,21
2050,Caribbean,Droughts,2.6,58644000,1108134,54
2050,Caribbean,Droughts,4.5,58644000,1108134,54
2050,Caribbean,Droughts,6.0,58644000,1108134,54
2050,Caribbean,Droughts,8.5,76020000,1436470,70
2050,Caribbean,Floods,2.6,2092278900,1696900,12
2050,Caribbean,Floods,4.5,1743565750,1414084,10
2050,Caribbean,Floods,6.0,1394852600,1131267,8
2050,Caribbean,Floods,8.5,1743565750,1414084,10
2050,Caribbean,Storms,2.6,170791000,48861,89
2050,Caribbean,Storms,4.5,188062000,53802,98
2050,Caribbean,Storms,6.0,186143000,53253,97
2050,Caribbean,Storms,8.5,216847000,62037,113
2050,Central America,Droughts,2.6,142496000,617320,61
2050,Central America,Droughts,4.5,163520000,708400,70
2050,Central America,Droughts,6.0,165856000,718520,71
2050,Central America,Droughts,8.5,175200000,759000,75
2050,Central America,Floods,2.6,2092278900,1696900,12
2050,Central America,Floods,4.5,1917922325,1555492,11
2050,Central America,Floods,6.0,1917922325,1555492,11
2050,Central America,Floods,8.5,1917922325,1555492,11
2050,Central America,Storms,2.6,94707000,23868,51
2050,Central America,Storms,4.5,85422000,21528,46
2050,Central America,Storms,6.0,83565000,21060,45
2050,Central America,Storms,8.5,66852000,16848,36
2050,Central Asia,Droughts,2.6,508250000,15200000,38
2050,Central Asia,Droughts,4.5,307625000,9200000,23
2050,Central Asia,Droughts,6.0,307625000,9200000,23
2050,Central Asia,Droughts,8.5,307625000,9200000,23
2050,Central Asia,Floods,2.6,1046139450,848450,6
2050,Central Asia,Floods,4.5,1394852600,1131267,8
2050,Central Asia,Floods,6.0,1569209175,1272675,9
2050,Central Asia,Floods,8.5,1394852600,1131267,8
2050,Central Asia,Storms,2.6,3420000,14850,15
2050,Central Asia,Storms,4.5,2508000,10890,11
2050,Central Asia,Storms,6.0,2964000,12870,13
2050,Central Asia,Storms,8.5,2052000,8910,9
2050,Eastern Africa,Droughts,2.6,94656000,1090788,68
2050,Eastern Africa,Droughts,4.5,107184000,1235157,77
2050,Eastern Africa,Droughts,6.0,97440000,1122870,70
2050,Eastern Africa,Droughts,8.5,104400000,1203075,75
2050,Eastern Africa,Floods,2.6,3312774925,2686759,19
2050,Eastern Africa,Floods,4.5,3487131500,2828168,20
2050,Eastern Africa,Floods,6.0,3661488075,2969576,21
2050,Eastern Africa,Floods,8.5,2615348625,2121126,15
2050,Eastern Africa,Storms,2.6,35807000,70699,61
2050,Eastern Africa,Storms,4.5,23480000,46360,40
2050,Eastern Africa,Storms,6.0,27002000,53314,46
2050,Eastern Africa,Storms,8.5,22306000,44042,38
2050,Eastern Asia,Droughts,2.6,539042000,4180358,14
2050,Eastern Asia,Droughts,4.5,539042000,4180358,14
2050,Eastern Asia,Droughts,6.0,539042000,4180358,14
2050,Eastern Asia,Droughts,8.5,500539000,3881761,13
2050,Eastern Asia,Floods,2.6,37258300462,30217599,8
2050,Eastern Asia,Floods,4.5,21759293281,17647439,7
2050,Eastern Asia,Floods,6.0,34130330761,27680722,7
2050,Eastern Asia,Floods,8.5,24712906408,20042908,7
2050,Eastern Asia,Storms,2.6,64064000,144452,77
2050,Eastern Asia,Storms,4.5,86528000,195104,104
2050,Eastern Asia,Storms,6.0,64896000,146328,78
2050,Eastern Asia,Storms,8.5,84864000,191352,102
2050,Eastern Europe,Droughts,2.6,765000000,405382,17
2050,Eastern Europe,Droughts,4.5,765000000,405382,17
2050,Eastern Europe,Droughts,6.0,765000000,405382,17
2050,Eastern Europe,Droughts,8.5,765000000,405382,17
2050,Eastern Europe,Floods,2.6,2964061775,2403943,17
2050,Eastern Europe,Floods,4.5,2615348625,2121126,15
2050,Eastern Europe,Floods,6.0,2092278900,1696900,12
2050,Eastern Europe,Floods,8.5,2266635475,1838309,13
2050,Eastern Europe,Storms,2.6,7744000,12463,11
2050,Eastern Europe,Storms,4.5,6336000,10197,9
2050,Eastern Europe,Storms,6.0,7040000,11330,10
2050,Eastern Europe,Storms,8.5,9152000,14729,13
2050,Melanesia,Droughts,2.6,320000000,3476096,64
2050,Melanesia,Droughts,4.5,320000000,3476096,64
2050,Melanesia,Droughts,6.0,320000000,3476096,64
2050,Melanesia,Droughts,8.5,320000000,3476096,64
2050,Melanesia,Floods,2.6,1220496025,989858,7
2050,Melanesia,Floods,4.5,1046139450,848450,6
2050,Melanesia,Floods,6.0,1220496025,989858,7
2050,Melanesia,Floods,8.5,871782875,707042,5
2050,Melanesia,Storms,2.6,5356000,4836,13
2050,Melanesia,Storms,4.5,6592000,5952,16
2050,Melanesia,Storms,6.0,6592000,5952,16
2050,Melanesia,Storms,8.5,7004000,6324,17
2050,Micronesia,Droughts,2.6,84280000,826202,86
2050,Micronesia,Droughts,4.5,84280000,826202,86
2050,Micronesia,Droughts,6.0,84280000,826202,86
2050,Micronesia,Droughts,8.5,84280000,826202,86
2050,Micronesia,Floods,2.6,845605406,685811,5
2050,Micronesia,Floods,4.5,845605406,685811,5
2050,Micronesia,Floods,6.0,993784513,805989,6
2050,Micronesia,Floods,8.5,819427938,664580,5
2050,Micronesia,Storms,2.6,3561000,214,1
2050,Micronesia,Storms,4.5,3561000,214,1
2050,Micronesia,Storms,6.0,7122000,428,2
2050,Micronesia,Storms,8.5,3561000,214,1
2050,Middle Africa,Droughts,2.6,106288000,2049548,73
2050,Middle Africa,Droughts,4.5,101920000,1965320,70
2050,Middle Africa,Droughts,6.0,112112000,2161852,77
2050,Middle Africa,Droughts,8.5,78624000,1516104,54
2050,Middle Africa,Floods,2.6,1743565750,1414084,10
2050,Middle Africa,Floods,4.5,1917922325,1555492,11
2050,Middle Africa,Floods,6.0,1394852600,1131267,8
2050,Middle Africa,Floods,8.5,1743565750,1414084,10
2050,Middle Africa,Storms,2.6,54000,4095,9
2050,Middle Africa,Storms,4.5,54000,4095,9
2050,Middle Africa,Storms,6.0,36000,2730,6
2050,Middle Africa,Storms,8.5,102000,7735,17
2050,Northern Africa,Droughts,2.6,1634334000,9931860,69
2050,Northern Africa,Droughts,4.5,1776450000,10795500,75
2050,Northern Africa,Droughts,6.0,1658020000,10075800,70
2050,Northern Africa,Droughts,8.5,1752764000,10651560,74
2050,Northern Africa,Floods,2.6,1220496025,989858,7
2050,Northern Africa,Floods,4.5,2092278900,1696900,12
2050,Northern Africa,Floods,6.0,1569209175,1272675,9
2050,Northern Africa,Floods,8.5,1743565750,1414084,10
2050,Northern Africa,Storms,2.6,52063000,21351,11
2050,Northern Africa,Storms,4.5,33131000,13587,7
2050,Northern Africa,Storms,6.0,37864000,15528,8
2050,Northern Africa,Storms,8.5,66262000,27174,14
2050,Northern America,Droughts,2.6,8037753000,66759,51
2050,Northern America,Droughts,4.5,8037753000,66759,51
2050,Northern America,Droughts,6.0,8037753000,66759,51
2050,Northern America,Droughts,8.5,8037753000,66759,51
2050,Northern America,Floods,2.6,348713150,282816,2
2050,Northern America,Floods,4.5,523069725,424225,3
2050,Northern America,Floods,6.0,348713150,282816,2
2050,Northern America,Floods,8.5,523069725,424225,3
2050,Northern America,Storms,2.6,86324000,28756,28
2050,Northern America,Storms,4.5,86324000,28756,28
2050,Northern America,Storms,6.0,86324000,28756,28
2050,Northern America,Storms,8.5,80158000,26702,26
2050,Northern Europe,Droughts,2.6,1888634000,0,22
2050,Northern Europe,Droughts,4.5,1888634000,0,22
2050,Northern Europe,Droughts,6.0,1888634000,0,22
2050,Northern Europe,Droughts,8.5,1888634000,0,22
2050,Northern Europe,Floods,2.6,2092278900,1696900,12
2050,Northern Europe,Floods,4.5,1743565750,1414084,10
2050,Northern Europe,Floods,6.0,1394852600,1131267,8
2050,Northern Europe,Floods,8.5,1569209175,1272675,9
2050,Northern Europe,Storms,2.6,84460000,14260,20
2050,Northern Europe,Storms,4.5,92906000,15686,22
2050,Northern Europe,Storms,6.0,92906000,15686,22
2050,Northern Europe,Storms,8.5,76014000,12834,18
2050,Polynesia,Droughts,2.6,0,0,86
2050,Polynesia,Droughts,4.5,0,0,86
2050,Polynesia,Droughts,6.0,0,0,86
2050,Polynesia,Droughts,8.5,0,0,86
2050,Polynesia,Storms,2.6,1767000,795,3
2050,Polynesia,Storms,4.5,1767000,795,3
2050,Polynesia,Storms,6.0,1767000,795,3
2050,Polynesia,Storms,8.5,1178000,530,2
2050,South America,Droughts,2.6,454649000,1338035,41
2050,South America,Droughts,4.5,765141000,2251815,69
2050,South America,Droughts,6.0,820586000,2414990,74
2050,South America,Droughts,8.5,831675000,2447625,75
2050,South America,Floods,2.6,3138418350,2545351,18
2050,South America,Floods,4.5,2964061775,2403943,17
2050,South America,Floods,6.0,3312774925,2686759,19
2050,South America,Floods,8.5,3138418350,2545351,18
2050,South America,Storms,2.6,19176000,20502,51
2050,South America,Storms,4.5,20680000,22110,55
2050,South America,Storms,6.0,20680000,22110,55
2050,South America,Storms,8.5,18800000,20100,50
2050,South-Eastern Asia,Droughts,2.6,620144000,2082080,56
2050,South-Eastern Asia,Droughts,4.5,786254000,2639780,71
2050,South-Eastern Asia,Droughts,6.0,620144000,2082080,56
2050,South-Eastern Asia,Droughts,8.5,775180000,2602600,70
2050,South-Eastern Asia,Floods,2.6,2174672134,1763724,11
2050,South-Eastern Asia,Floods,4.5,2000315559,1622315,10
2050,South-Eastern Asia,Floods,6.0,2082708793,1689139,9
2050,South-Eastern Asia,Floods,8.5,2431421943,1971956,11
2050,South-Eastern Asia,Storms,2.6,20570000,103620,110
2050,South-Eastern Asia,Storms,4.5,21692000,109272,116
2050,South-Eastern Asia,Storms,6.0,21131000,106446,113
2050,South-Eastern Asia,Storms,8.5,18887000,95142,101
2050,Southern Africa,Droughts,2.6,25730000,112705,5
2050,Southern Africa,Droughts,4.5,123504000,540984,24
2050,Southern Africa,Droughts,6.0,123504000,540984,24
2050,Southern Africa,Droughts,8.5,113212000,495902,22
2050,Southern Africa,Floods,2.6,1394852600,1131267,8
2050,Southern Africa,Floods,4.5,1220496025,989858,7
2050,Southern Africa,Floods,6.0,1220496025,989858,7
2050,Southern Africa,Floods,8.5,1220496025,989858,7
2050,Southern Africa,Storms,2.6,35529000,23101,13
2050,Southern Africa,Storms,4.5,32796000,21324,12
2050,Southern Africa,Storms,6.0,32796000,21324,12
2050,Southern Africa,Storms,8.5,68325000,44425,25
2050,Southern Asia,Droughts,2.6,890064000,54855792,72
2050,Southern Asia,Droughts,4.5,655186000,40379958,53
2050,Southern Asia,Droughts,6.0,939512000,57903336,76
2050,Southern Asia,Droughts,8.5,655186000,40379958,53
2050,Southern Asia,Floods,2.6,10795111497,8755159,11
2050,Southern Asia,Floods,4.5,28897491374,23436732,14
2050,Southern Asia,Floods,6.0,26037487424,21117183,10
2050,Southern Asia,Floods,8.5,32988820151,26754923,12
2050,Southern Asia,Storms,2.6,122955000,281295,105
2050,Southern Asia,Storms,4.5,128810000,294690,110
2050,Southern Asia,Storms,6.0,125297000,286653,107
2050,Southern Asia,Storms,8.5,152230000,348270,130
2050,Southern Europe,Droughts,2.6,563584000,1030280,8
2050,Southern Europe,Droughts,4.5,563584000,1030280,8
2050,Southern Europe,Droughts,6.0,563584000,1030280,8
2050,Southern Europe,Droughts,8.5,493136000,901495,7
2050,Southern Europe,Floods,2.6,2615348625,2121126,15
2050,Southern Europe,Floods,4.5,2964061775,2403943,17
2050,Southern Europe,Floods,6.0,2440992050,1979717,14
2050,Southern Europe,Floods,8.5,3312774925,2686759,19
2050,Southern Europe,Storms,2.6,92196000,8424,26
2050,Southern Europe,Storms,4.5,88650000,8100,25
2050,Southern Europe,Storms,6.0,99288000,9072,28
2050,Southern Europe,Storms,8.5,138294000,12636,39
2050,Western Africa,Droughts,2.6,38152000,1075476,76
2050,Western Africa,Droughts,4.5,38152000,1075476,76
2050,Western Africa,Droughts,6.0,38152000,1075476,76
2050,Western Africa,Droughts,8.5,38152000,1075476,76
2050,Western Africa,Floods,2.6,3138418350,2545351,18
2050,Western Africa,Floods,4.5,2964061775,2403943,17
2050,Western Africa,Floods,6.0,3487131500,2828168,20
2050,Western Africa,Floods,8.5,3487131500,2828168,20
2050,Western Africa,Storms,2.6,1248000,6168,24
2050,Western Africa,Storms,4.5,832000,4112,16
2050,Western Africa,Storms,6.0,780000,3855,15
2050,Western Africa,Storms,8.5,728000,3598,14
2050,Western Asia,Droughts,2.6,50720000,427500,10
2050,Western Asia,Droughts,4.5,50720000,427500,10
2050,Western Asia,Droughts,6.0,50720000,427500,10
2050,Western Asia,Droughts,8.5,65936000,555750,13
2050,Western Asia,Floods,2.6,3138418350,2545351,18
2050,Western Asia,Floods,4.5,3835844650,3110985,22
2050,Western Asia,Floods,6.0,3312774925,2686759,19
2050,Western Asia,Floods,8.5,3661488075,2969576,21
2050,Western Asia,Storms,2.6,203670000,56699,31
2050,Western Asia,Storms,4.5,243090000,67673,37
2050,Western Asia,Storms,6.0,249660000,69502,38
2050,Western Asia,Storms,8.5,203670000,56699,31
2050,Western Europe,Droughts,2.6,2576000000,0,16
2050,Western Europe,Droughts,4.5,2737000000,0,17
2050,Western Europe,Droughts,6.0,2737000000,0,17
2050,Western Europe,Droughts,8.5,2576000000,0,16
2050,Western Europe,Floods,2.6,1569209175,1272675,9
2050,Western Europe,Floods,4.5,1743565750,1414084,10
2050,Western Europe,Floods,6.0,1569209175,1272675,9
2050,Western Europe,Floods,8.5,1917922325,1555492,11
2050,Western Europe,Storms,2.6,36900000,11358,18
2050,Western Europe,Storms,4.5,38950000,11989,19
2050,Western Europe,Storms,6.0,38950000,11989,19
2050,Western Europe,Storms,8.5,32800000,10096,16
2060,Australia and New Zealand,Droughts,2.6,1586988000,3539991,13
2060,Australia and New Zealand,Droughts,4.5,1464912000,3267684,12
2060,Australia and New Zealand,Droughts,6.0,1464912000,3267684,12
2060,Australia and New Zealand,Droughts,8.5,610380000,1361535,5
2060,Australia and New Zealand,Floods,2.6,523069725,424225,3
2060,Australia and New Zealand,Floods,4.5,523069725,424225,3
2060,Australia and New Zealand,Floods,6.0,523069725,424225,3
2060,Australia and New Zealand,Floods,8.5,697426300,565633,4
2060,Australia and New Zealand,Storms,2.6,39805000,11818,19
2060,Australia and New Zealand,Storms,4.5,33520000,9952,16
2060,Australia and New Zealand,Storms,6.0,33520000,9952,16
2060,Australia and New Zealand,Storms,8.5,16760000,4976,8
2060,Caribbean,Droughts,2.6,58644000,1108134,54
2060,Caribbean,Droughts,4.5,65160000,1231260,60
2060,Caribbean,Droughts,6.0,76020000,1436470,70
2060,Caribbean,Droughts,8.5,82536000,1559596,76
2060,Caribbean,Floods,2.6,2092278900,1696900,12
2060,Caribbean,Floods,4.5,1569209175,1272675,9
2060,Caribbean,Floods,6.0,1743565750,1414084,10
2060,Caribbean,Floods,8.5,2092278900,1696900,12
2060,Caribbean,Storms,2.6,172710000,49410,90
2060,Caribbean,Storms,4.5,182305000,52155,95
2060,Caribbean,Storms,6.0,186143000,53253,97
2060,Caribbean,Storms,8.5,205333000,58743,107
2060,Central America,Droughts,2.6,165856000,718520,71
2060,Central America,Droughts,4.5,175200000,759000,75
2060,Central America,Droughts,6.0,175200000,759000,75
2060,Central America,Droughts,8.5,175200000,759000,75
2060,Central America,Floods,2.6,2266635475,1838309,13
2060,Central America,Floods,4.5,1569209175,1272675,9
2060,Central America,Floods,6.0,2092278900,1696900,12
2060,Central America,Floods,8.5,1743565750,1414084,10
2060,Central America,Storms,2.6,92850000,23400,50
2060,Central America,Storms,4.5,85422000,21528,46
2060,Central America,Storms,6.0,94707000,23868,51
2060,Central America,Storms,8.5,48282000,12168,26
2060,Central Asia,Droughts,2.6,508250000,15200000,38
2060,Central Asia,Droughts,4.5,307625000,9200000,23
2060,Central Asia,Droughts,6.0,307625000,9200000,23
2060,Central Asia,Droughts,8.5,227375000,6800000,17
2060,Central Asia,Floods,2.6,1220496025,989858,7
2060,Central Asia,Floods,4.5,1394852600,1131267,8
2060,Central Asia,Floods,6.0,1394852600,1131267,8
2060,Central Asia,Floods,8.5,1046139450,848450,6
2060,Central Asia,Storms,2.6,3192000,13860,14
2060,Central Asia,Storms,4.5,2280000,9900,10
2060,Central Asia,Storms,6.0,2280000,9900,10
2060,Central Asia,Storms,8.5,2052000,8910,9
2060,Eastern Africa,Droughts,2.6,97440000,1122870,70
2060,Eastern Africa,Droughts,4.5,104400000,1203075,75
2060,Eastern Africa,Droughts,6.0,103008000,1187034,74
2060,Eastern Africa,Droughts,8.5,76560000,882255,55
2060,Eastern Africa,Floods,2.6,2964061775,2403943,17
2060,Eastern Africa,Floods,4.5,2615348625,2121126,15
2060,Eastern Africa,Floods,6.0,3138418350,2545351,18
2060,Eastern Africa,Floods,8.5,3312774925,2686759,19
2060,Eastern Africa,Storms,2.6,35807000,70699,61
2060,Eastern Africa,Storms,4.5,18197000,35929,31
2060,Eastern Africa,Storms,6.0,19958000,39406,34
2060,Eastern Africa,Storms,8.5,18197000,35929,31
2060,Eastern Asia,Droughts,2.6,539042000,4180358,14
2060,Eastern Asia,Droughts,4.5,500539000,3881761,13
2060,Eastern Asia,Droughts,6.0,500539000,3881761,13
2060,Eastern Asia,Droughts,8.5,500539000,3881761,13
2060,Eastern Asia,Floods,2.6,42821160263,34729245,10
2060,Eastern Asia,Floods,4.5,34130330761,27680722,7
2060,Eastern Asia,Floods,6.0,24887262983,20184317,8
2060,Eastern Asia,Floods,8.5,26973439933,21876269,7
2060,Eastern Asia,Storms,2.6,64064000,144452,77
2060,Eastern Asia,Storms,4.5,81536000,183848,98
2060,Eastern Asia,Storms,6.0,81536000,183848,98
2060,Eastern Asia,Storms,8.5,58240000,131320,70
2060,Eastern Europe,Droughts,2.6,765000000,405382,17
2060,Eastern Europe,Droughts,4.5,765000000,405382,17
2060,Eastern Europe,Droughts,6.0,765000000,405382,17
2060,Eastern Europe,Droughts,8.5,360000000,190768,8
2060,Eastern Europe,Floods,2.6,2615348625,2121126,15
2060,Eastern Europe,Floods,4.5,2964061775,2403943,17
2060,Eastern Europe,Floods,6.0,2615348625,2121126,15
2060,Eastern Europe,Floods,8.5,2789705200,2262534,16
2060,Eastern Europe,Storms,2.6,8448000,13596,12
2060,Eastern Europe,Storms,4.5,5632000,9064,8
2060,Eastern Europe,Storms,6.0,6336000,10197,9
2060,Eastern Europe,Storms,8.5,5632000,9064,8
2060,Melanesia,Droughts,2.6,320000000,3476096,64
2060,Melanesia,Droughts,4.5,320000000,3476096,64
2060,Melanesia,Droughts,6.0,320000000,3476096,64
2060,Melanesia,Droughts,8.5,430000000,4671004,86
2060,Melanesia,Floods,2.6,1046139450,848450,6
2060,Melanesia,Floods,4.5,871782875,707042,5
2060,Melanesia,Floods,6.0,1220496025,989858,7
2060,Melanesia,Floods,8.5,1046139450,848450,6
2060,Melanesia,Storms,2.6,4944000,4464,12
2060,Melanesia,Storms,4.5,6180000,5580,15
2060,Melanesia,Storms,6.0,5768000,5208,14
2060,Melanesia,Storms,8.5,6180000,5580,15
2060,Micronesia,Droughts,2.6,84280000,826202,86
2060,Micronesia,Droughts,4.5,84280000,826202,86
