Decade,UN_Geosheme_Subregion,Disaster_Type,RCP,Financial_Impact,Human_Impact,DO
2080,Eastern Europe,Storms,8.5,10560000,16995,15
2080,Melanesia,Droughts,2.6,320000000,3476096,64
2080,Melanesia,Droughts,4.5,345000000,3747666,69
2080,Melanesia,Droughts,6.0,405000000,4399434,81
2080,Melanesia,Droughts,8.5,430000000,4671004,86
2080,Melanesia,Floods,2.6,1220496025,989858,7
2080,Melanesia,Floods,4.5,1046139450,848450,6
2080,Melanesia,Floods,6.0,1220496025,989858,7
2080,Melanesia,Floods,8.5,1046139450,848450,6
2080,Melanesia,Storms,2.6,4944000,4464,12
2080,Melanesia,Storms,4.5,5356000,4836,13
2080,Melanesia,Storms,6.0,6180000,5580,15
2080,Melanesia,Storms,8.5,4532000,4092,11
2080,Micronesia,Droughts,2.6,84280000,826202,86
2080,Micronesia,Droughts,4.5,84280000,826202,86
2080,Micronesia,Droughts,6.0,84280000,826202,86
2080,Micronesia,Droughts,8.5,84280000,826202,86
2080,Micronesia,Floods,2.6,645071363,523172,4
2080,Micronesia,Floods,4.5,819427938,664580,5
2080,Micronesia,Floods,6.0,671248831,544402,4
2080,Micronesia,Floods,8.5,671248831,544402,4
2080,Micronesia,Storms,2.6,3561000,214,1
2080,Micronesia,Storms,4.5,0,0,0
2080,Micronesia,Storms,6.0,3561000,214,1
2080,Micronesia,Storms,8.5,0,0,0
2080,Middle Africa,Droughts,2.6,106288000,2049548,73
2080,Middle Africa,Droughts,4.5,78624000,1516104,54
2080,Middle Africa,Droughts,6.0,78624000,1516104,54
2080,Middle Africa,Droughts,8.5,110656000,2133776,76
2080,Middle Africa,Floods,2.6,1569209175,1272675,9
2080,Middle Africa,Floods,4.5,1743565750,1414084,10
2080,Middle Africa,Floods,6.0,1394852600,1131267,8
2080,Middle Africa,Floods,8.5,1394852600,1131267,8
2080,Middle Africa,Storms,2.6,54000,4095,9
2080,Middle Africa,Storms,4.5,60000,4550,10
2080,Middle Africa,Storms,6.0,84000,6370,14
2080,Middle Africa,Storms,8.5,18000,1365,3
2080,Northern Africa,Droughts,2.6,1658020000,10075800,70
2080,Northern Africa,Droughts,4.5,1752764000,10651560,74
2080,Northern Africa,Droughts,6.0,1681706000,10219740,71
2080,Northern Africa,Droughts,8.5,1776450000,10795500,75
2080,Northern Africa,Floods,2.6,1917922325,1555492,11
2080,Northern Africa,Floods,4.5,2092278900,1696900,12
2080,Northern Africa,Floods,6.0,1917922325,1555492,11
2080,Northern Africa,Floods,8.5,1569209175,1272675,9
2080,Northern Africa,Storms,2.6,56796000,23292,12
2080,Northern Africa,Storms,4.5,47330000,19410,10
2080,Northern Africa,Storms,6.0,61529000,25233,13
2080,Northern Africa,Storms,8.5,42597000,17469,9
2080,Northern America,Droughts,2.6,8037753000,66759,51
2080,Northern America,Droughts,4.5,8037753000,66759,51
2080,Northern America,Droughts,6.0,8037753000,66759,51
2080,Northern America,Droughts,8.5,7092135000,58905,45
2080,Northern America,Floods,2.6,348713150,282816,2
2080,Northern America,Floods,4.5,697426300,565633,4
2080,Northern America,Floods,6.0,523069725,424225,3
2080,Northern America,Floods,8.5,523069725,424225,3
2080,Northern America,Storms,2.6,86324000,28756,28
2080,Northern America,Storms,4.5,80158000,26702,26
2080,Northern America,Storms,6.0,77075000,25675,25
2080,Northern America,Storms,8.5,86324000,28756,28
2080,Northern Europe,Droughts,2.6,3176339000,0,37
2080,Northern Europe,Droughts,4.5,1888634000,0,22
2080,Northern Europe,Droughts,6.0,1287705000,0,15
2080,Northern Europe,Droughts,8.5,1373552000,0,16
2080,Northern Europe,Floods,2.6,1743565750,1414084,10
2080,Northern Europe,Floods,4.5,2092278900,1696900,12
2080,Northern Europe,Floods,6.0,1917922325,1555492,11
2080,Northern Europe,Floods,8.5,1743565750,1414084,10
2080,Northern Europe,Storms,2.6,80237000,13547,19
2080,Northern Europe,Storms,4.5,88683000,14973,21
2080,Northern Europe,Storms,6.0,76014000,12834,18
2080,Northern Europe,Storms,8.5,88683000,14973,21
2080,Polynesia,Droughts,2.6,0,0,86
2080,Polynesia,Droughts,4.5,0,0,86
2080,Polynesia,Droughts,6.0,0,0,86
2080,Polynesia,Droughts,8.5,0,0,86
2080,Polynesia,Storms,2.6,1767000,795,3
2080,Polynesia,Storms,4.5,1178000,530,2
2080,Polynesia,Storms,6.0,1178000,530,2
2080,Polynesia,Storms,8.5,4712000,2120,8
2080,South America,Droughts,2.6,432471000,1272765,39
2080,South America,Droughts,4.5,853853000,2512895,77
2080,South America,Droughts,6.0,820586000,2414990,74
2080,South America,Droughts,8.5,609895000,1794925,55
2080,South America,Floods,2.6,2789705200,2262534,16
2080,South America,Floods,4.5,3312774925,2686759,19
2080,South America,Floods,6.0,2964061775,2403943,17
2080,South America,Floods,8.5,3138418350,2545351,18
2080,South America,Storms,2.6,16168000,17286,43
2080,South America,Storms,4.5,21056000,22512,56
2080,South America,Storms,6.0,22184000,23718,59
2080,South America,Storms,8.5,20304000,21708,54
2080,South-Eastern Asia,Droughts,2.6,620144000,2082080,56
2080,South-Eastern Asia,Droughts,4.5,775180000,2602600,70
2080,South-Eastern Asia,Droughts,6.0,830550000,2788500,75
2080,South-Eastern Asia,Droughts,8.5,830550000,2788500,75
2080,South-Eastern Asia,Floods,2.6,2257065368,1830547,10
2080,South-Eastern Asia,Floods,4.5,2000315559,1622315,10
2080,South-Eastern Asia,Floods,6.0,2431421943,1971956,11
2080,South-Eastern Asia,Floods,8.5,2257065368,1830547,10
2080,South-Eastern Asia,Storms,2.6,20196000,101736,108
2080,South-Eastern Asia,Storms,4.5,22814000,114924,122
2080,South-Eastern Asia,Storms,6.0,20383000,102678,109
2080,South-Eastern Asia,Storms,8.5,16830000,84780,90
2080,Southern Africa,Droughts,2.6,25730000,112705,5
2080,Southern Africa,Droughts,4.5,113212000,495902,22
2080,Southern Africa,Droughts,6.0,113212000,495902,22
2080,Southern Africa,Droughts,8.5,0,0,0
2080,Southern Africa,Floods,2.6,1743565750,1414084,10
2080,Southern Africa,Floods,4.5,1220496025,989858,7
2080,Southern Africa,Floods,6.0,1220496025,989858,7
2080,Southern Africa,Floods,8.5,1569209175,1272675,9
2080,Southern Africa,Storms,2.6,35529000,23101,13
2080,Southern Africa,Storms,4.5,65592000,42648,24
2080,Southern Africa,Storms,6.0,79257000,51533,29
2080,Southern Africa,Storms,8.5,90189000,58641,33
2080,Southern Asia,Droughts,2.6,655186000,40379958,53
2080,Southern Asia,Droughts,4.5,655186000,40379958,53
2080,Southern Asia,Droughts,6.0,852978000,52570134,69
2080,Southern Asia,Droughts,8.5,927150000,57141450,75
2080,Southern Asia,Floods,2.6,26995655183,21894286,11
2080,Southern Asia,Floods,4.5,29848172643,24207763,15
2080,Southern Asia,Floods,6.0,26646942033,21611469,9
2080,Southern Asia,Floods,8.5,12238489249,9925782,11
2080,Southern Asia,Storms,2.6,124126000,283974,106
2080,Southern Asia,Storms,4.5,140520000,321480,120
2080,Southern Asia,Storms,6.0,154572000,353628,132
2080,Southern Asia,Storms,8.5,174479000,399171,149
2080,Southern Europe,Droughts,2.6,563584000,1030280,8
2080,Southern Europe,Droughts,4.5,493136000,901495,7
2080,Southern Europe,Droughts,6.0,493136000,901495,7
2080,Southern Europe,Droughts,8.5,634032000,1159065,9
2080,Southern Europe,Floods,2.6,2440992050,1979717,14
2080,Southern Europe,Floods,4.5,2964061775,2403943,17
2080,Southern Europe,Floods,6.0,2615348625,2121126,15
2080,Southern Europe,Floods,8.5,3138418350,2545351,18
2080,Southern Europe,Storms,2.6,95742000,8748,27
2080,Southern Europe,Storms,4.5,113472000,10368,32
2080,Southern Europe,Storms,6.0,127656000,11664,36
2080,Southern Europe,Storms,8.5,166662000,15228,47
2080,Western Africa,Droughts,2.6,38152000,1075476,76
2080,Western Africa,Droughts,4.5,38152000,1075476,76
2080,Western Africa,Droughts,6.0,38152000,1075476,76
2080,Western Africa,Droughts,8.5,38152000,1075476,76
2080,Western Africa,Floods,2.6,3487131500,2828168,20
2080,Western Africa,Floods,4.5,4010201225,3252393,23
2080,Western Africa,Floods,6.0,3138418350,2545351,18
2080,Western Africa,Floods,8.5,3487131500,2828168,20
2080,Western Africa,Storms,2.6,1300000,6425,25
2080,Western Africa,Storms,4.5,988000,4883,19
2080,Western Africa,Storms,6.0,780000,3855,15
2080,Western Africa,Storms,8.5,364000,1799,7
2080,Western Asia,Droughts,2.6,50720000,427500,10
2080,Western Asia,Droughts,4.5,60864000,513000,12
2080,Western Asia,Droughts,6.0,25360000,213750,5
2080,Western Asia,Droughts,8.5,126800000,1068750,25
2080,Western Asia,Floods,2.6,2964061775,2403943,17
2080,Western Asia,Floods,4.5,3835844650,3110985,22
2080,Western Asia,Floods,6.0,3487131500,2828168,20
2080,Western Asia,Floods,8.5,3661488075,2969576,21
2080,Western Asia,Storms,2.6,183960000,51212,28
2080,Western Asia,Storms,4.5,177390000,49383,27
2080,Western Asia,Storms,6.0,210240000,58528,32
2080,Western Asia,Storms,8.5,236520000,65844,36
2080,Western Europe,Droughts,2.6,2737000000,0,17
2080,Western Europe,Droughts,4.5,2576000000,0,16
2080,Western Europe,Droughts,6.0,1288000000,0,8
2080,Western Europe,Droughts,8.5,1288000000,0,8
2080,Western Europe,Floods,2.6,2092278900,1696900,12
2080,Western Europe,Floods,4.5,1917922325,1555492,11
2080,Western Europe,Floods,6.0,1743565750,1414084,10
2080,Western Europe,Floods,8.5,2092278900,1696900,12
2080,Western Europe,Storms,2.6,36900000,11358,18
2080,Western Europe,Storms,4.5,41000000,12620,20
2080,Western Europe,Storms,6.0,32800000,10096,16
2080,Western Europe,Storms,8.5,57400000,17668,28
2090,Australia and New Zealand,Droughts,2.6,1586988000,3539991,13
2090,Australia and New Zealand,Droughts,4.5,1464912000,3267684,12
2090,Australia and New Zealand,Droughts,6.0,1464912000,3267684,12
2090,Australia and New Zealand,Droughts,8.5,610380000,1361535,5
2090,Australia and New Zealand,Floods,2.6,523069725,424225,3
2090,Australia and New Zealand,Floods,4.5,523069725,424225,3
2090,Australia and New Zealand,Floods,6.0,523069725,424225,3
2090,Australia and New Zealand,Floods,8.5,348713150,282816,2
2090,Australia and New Zealand,Storms,2.6,43995000,13062,21
2090,Australia and New Zealand,Storms,4.5,35615000,10574,17
2090,Australia and New Zealand,Storms,6.0,29330000,8708,14
2090,Australia and New Zealand,Storms,8.5,14665000,4354,7
2090,Caribbean,Droughts,2.6,58644000,1108134,54
2090,Caribbean,Droughts,4.5,76020000,1436470,70
2090,Caribbean,Droughts,6.0,74934000,1415949,69
2090,Caribbean,Droughts,8.5,82536000,1559596,76
2090,Caribbean,Floods,2.6,1743565750,1414084,10
2090,Caribbean,Floods,4.5,1917922325,1555492,11
2090,Caribbean,Floods,6.0,2266635475,1838309,13
2090,Caribbean,Floods,8.5,1394852600,1131267,8
2090,Caribbean,Storms,2.6,178467000,51057,93
2090,Caribbean,Storms,4.5,186143000,53253,97
2090,Caribbean,Storms,6.0,214928000,61488,112
2090,Caribbean,Storms,8.5,201495000,57645,105
2090,Central America,Droughts,2.6,142496000,617320,61
2090,Central America,Droughts,4.5,175200000,759000,75
2090,Central America,Droughts,6.0,175200000,759000,75
2090,Central America,Droughts,8.5,175200000,759000,75
2090,Central America,Floods,2.6,1569209175,1272675,9
2090,Central America,Floods,4.5,1917922325,1555492,11
2090,Central America,Floods,6.0,2266635475,1838309,13
2090,Central America,Floods,8.5,2266635475,1838309,13
2090,Central America,Storms,2.6,92850000,23400,50
2090,Central America,Storms,4.5,92850000,23400,50
2090,Central America,Storms,6.0,70566000,17784,38
2090,Central America,Storms,8.5,63138000,15912,34
2090,Central Asia,Droughts,2.6,508250000,15200000,38
2090,Central Asia,Droughts,4.5,307625000,9200000,23
2090,Central Asia,Droughts,6.0,214000000,6400000,16
2090,Central Asia,Droughts,8.5,227375000,6800000,17
2090,Central Asia,Floods,2.6,1046139450,848450,6
2090,Central Asia,Floods,4.5,1046139450,848450,6
2090,Central Asia,Floods,6.0,1046139450,848450,6
2090,Central Asia,Floods,8.5,1569209175,1272675,9
2090,Central Asia,Storms,2.6,3192000,13860,14
2090,Central Asia,Storms,4.5,2280000,9900,10
2090,Central Asia,Storms,6.0,2052000,8910,9
2090,Central Asia,Storms,8.5,2508000,10890,11
2090,Eastern Africa,Droughts,2.6,94656000,1090788,68
2090,Eastern Africa,Droughts,4.5,103008000,1187034,74
2090,Eastern Africa,Droughts,6.0,108576000,1251198,78
2090,Eastern Africa,Droughts,8.5,98832000,1138911,71
2090,Eastern Africa,Floods,2.6,2964061775,2403943,17
2090,Eastern Africa,Floods,4.5,3312774925,2686759,19
2090,Eastern Africa,Floods,6.0,2964061775,2403943,17
2090,Eastern Africa,Floods,8.5,3835844650,3110985,22
2090,Eastern Africa,Storms,2.6,36394000,71858,62
2090,Eastern Africa,Storms,4.5,21132000,41724,36
2090,Eastern Africa,Storms,6.0,27589000,54473,47
2090,Eastern Africa,Storms,8.5,12327000,24339,21
2090,Eastern Asia,Droughts,2.6,500539000,3881761,13
2090,Eastern Asia,Droughts,4.5,500539000,3881761,13
2090,Eastern Asia,Droughts,6.0,500539000,3881761,13
2090,Eastern Asia,Droughts,8.5,500539000,3881761,13
2090,Eastern Asia,Floods,2.6,21759293281,17647439,7
2090,Eastern Asia,Floods,4.5,30101409634,24413146,8
2090,Eastern Asia,Floods,6.0,26973439933,21876269,7
2090,Eastern Asia,Floods,8.5,39344477412,31909551,7
2090,Eastern Asia,Storms,2.6,40768000,91924,49
2090,Eastern Asia,Storms,4.5,80704000,181972,97
2090,Eastern Asia,Storms,6.0,84864000,191352,102
2090,Eastern Asia,Storms,8.5,71552000,161336,86
2090,Eastern Europe,Droughts,2.6,765000000,405382,17
2090,Eastern Europe,Droughts,4.5,765000000,405382,17
2090,Eastern Europe,Droughts,6.0,765000000,405382,17
2090,Eastern Europe,Droughts,8.5,360000000,190768,8
2090,Eastern Europe,Floods,2.6,2440992050,1979717,14
2090,Eastern Europe,Floods,4.5,2789705200,2262534,16
2090,Eastern Europe,Floods,6.0,2615348625,2121126,15
2090,Eastern Europe,Floods,8.5,2266635475,1838309,13
2090,Eastern Europe,Storms,2.6,7744000,12463,11
2090,Eastern Europe,Storms,4.5,9152000,14729,13
2090,Eastern Europe,Storms,6.0,7744000,12463,11
2090,Eastern Europe,Storms,8.5,10560000,16995,15
2090,Melanesia,Droughts,2.6,320000000,3476096,64
2090,Melanesia,Droughts,4.5,345000000,3747666,69
2090,Melanesia,Droughts,6.0,405000000,4399434,81
2090,Melanesia,Droughts,8.5,430000000,4671004,86
2090,Melanesia,Floods,2.6,871782875,707042,5
2090,Melanesia,Floods,4.5,1046139450,848450,6
2090,Melanesia,Floods,6.0,871782875,707042,5
2090,Melanesia,Floods,8.5,1046139450,848450,6
2090,Melanesia,Storms,2.6,4944000,4464,12
2090,Melanesia,Storms,4.5,5356000,4836,13
2090,Melanesia,Storms,6.0,6180000,5580,15
2090,Melanesia,Storms,8.5,4532000,4092,11
2090,Micronesia,Droughts,2.6,84280000,826202,86
2090,Micronesia,Droughts,4.5,84280000,826202,86
2090,Micronesia,Droughts,6.0,84280000,826202,86
2090,Micronesia,Droughts,8.5,84280000,826202,86
2090,Micronesia,Floods,2.6,845605406,685811,5
2090,Micronesia,Floods,4.5,671248831,544402,4
2090,Micronesia,Floods,6.0,819427938,664580,5
2090,Micronesia,Floods,8.5,819427938,664580,5
2090,Micronesia,Storms,2.6,3561000,214,1
2090,Micronesia,Storms,4.5,0,0,0
2090,Micronesia,Storms,6.0,3561000,214,1
2090,Micronesia,Storms,8.5,0,0,0
2090,Middle Africa,Droughts,2.6,106288000,2049548,73
2090,Middle Africa,Droughts,4.5,78624000,1516104,54
2090,Middle Africa,Droughts,6.0,78624000,1516104,54
2090,Middle Africa,Droughts,8.5,110656000,2133776,76
2090,Middle Africa,Floods,2.6,1743565750,1414084,10
2090,Middle Africa,Floods,4.5,1569209175,1272675,9
2090,Middle Africa,Floods,6.0,1917922325,1555492,11
2090,Middle Africa,Floods,8.5,1917922325,1555492,11
2090,Middle Africa,Storms,2.6,54000,4095,9
2090,Middle Africa,Storms,4.5,60000,4550,10
2090,Middle Africa,Storms,6.0,84000,6370,14
2090,Middle Africa,Storms,8.5,18000,1365,3
2090,Northern Africa,Droughts,2.6,1658020000,10075800,70
2090,Northern Africa,Droughts,4.5,1752764000,10651560,74
2090,Northern Africa,Droughts,6.0,1681706000,10219740,71
2090,Northern Africa,Droughts,8.5,1776450000,10795500,75
2090,Northern Africa,Floods,2.6,1220496025,989858,7
2090,Northern Africa,Floods,4.5,1046139450,848450,6
2090,Northern Africa,Floods,6.0,1220496025,989858,7
2090,Northern Africa,Floods,8.5,1569209175,1272675,9
2090,Northern Africa,Storms,2.6,56796000,23292,12
2090,Northern Africa,Storms,4.5,47330000,19410,10
2090,Northern Africa,Storms,6.0,61529000,25233,13
2090,Northern Africa,Storms,8.5,42597000,17469,9
2090,Northern America,Droughts,2.6,8037753000,66759,51
2090,Northern America,Droughts,4.5,8037753000,66759,51
2090,Northern America,Droughts,6.0,8037753000,66759,51
2090,Northern America,Droughts,8.5,7092135000,58905,45
2090,Northern America,Floods,2.6,697426300,565633,4
2090,Northern America,Floods,4.5,348713150,282816,2
2090,Northern America,Floods,6.0,523069725,424225,3
2090,Northern America,Floods,8.5,523069725,424225,3
2090,Northern America,Storms,2.6,86324000,28756,28
2090,Northern America,Storms,4.5,80158000,26702,26
2090,Northern America,Storms,6.0,77075000,25675,25
2090,Northern America,Storms,8.5,86324000,28756,28
2090,Northern Europe,Droughts,2.6,3176339000,0,37
2090,Northern Europe,Droughts,4.5,1888634000,0,22
2090,Northern Europe,Droughts,6.0,1287705000,0,15
2090,Northern Europe,Droughts,8.5,1373552000,0,16
2090,Northern Europe,Floods,2.6,1917922325,1555492,11
2090,Northern Europe,Floods,4.5,1569209175,1272675,9
2090,Northern Europe,Floods,6.0,1743565750,1414084,10
2090,Northern Europe,Floods,8.5,1917922325,1555492,11
2090,Northern Europe,Storms,2.6,80237000,13547,19
2090,Northern Europe,Storms,4.5,88683000,14973,21
2090,Northern Europe,Storms,6.0,76014000,12834,18
2090,Northern Europe,Storms,8.5,88683000,14973,21
2090,Polynesia,Droughts,2.6,0,0,86
2090,Polynesia,Droughts,4.5,0,0,86
2090,Polynesia,Droughts,6.0,0,0,86
2090,Polynesia,Droughts,8.5,0,0,86
2090,Polynesia,Storms,2.6,1767000,795,3
2090,Polynesia,Storms,4.5,1178000,530,2
2090,Polynesia,Storms,6.0,1178000,530,2
2090,Polynesia,Storms,8.5,4712000,2120,8
2090,South America,Droughts,2.6,432471000,1272765,39
2090,South America,Droughts,4.5,853853000,2512895,77
2090,South America,Droughts,6.0,820586000,2414990,74
2090,South America,Droughts,8.5,609895000,1794925,55
2090,South America,Floods,2.6,3487131500,2828168,20
2090,South America,Floods,4.5,2964061775,2403943,17
2090,South America,Floods,6.0,3312774925,2686759,19
2090,South America,Floods,8.5,3138418350,2545351,18
2090,South America,Storms,2.6,16168000,17286,43
2090,South America,Storms,4.5,21056000,22512,56
2090,South America,Storms,6.0,22184000,23718,59
2090,South America,Storms,8.5,20304000,21708,54
2090,South-Eastern Asia,Droughts,2.6,620144000,2082080,56
2090,South-Eastern Asia,Droughts,4.5,775180000,2602600,70
2090,South-Eastern Asia,Droughts,6.0,830550000,2788500,75
2090,South-Eastern Asia,Droughts,8.5,830550000,2788500,75
2090,South-Eastern Asia,Floods,2.6,2174672134,1763724,11
2090,South-Eastern Asia,Floods,4.5,2431421943,1971956,11
2090,South-Eastern Asia,Floods,6.0,2000315559,1622315,10
2090,South-Eastern Asia,Floods,8.5,2174672134,1763724,11
2090,South-Eastern Asia,Storms,2.6,20196000,101736,108
2090,South-Eastern Asia,Storms,4.5,22814000,114924,122
2090,South-Eastern Asia,Storms,6.0,20383000,102678,109
2090,South-Eastern Asia,Storms,8.5,16830000,84780,90
2090,Southern Africa,Droughts,2.6,25730000,112705,5
2090,Southern Africa,Droughts,4.5,113212000,495902,22
2090,Southern Africa,Droughts,6.0,113212000,495902,22
2090,Southern Africa,Droughts,8.5,0,0,0
2090,Southern Africa,Floods,2.6,871782875,707042,5
2090,Southern Africa,Floods,4.5,1394852600,1131267,8
2090,Southern Africa,Floods,6.0,1394852600,1131267,8
2090,Southern Africa,Floods,8.5,1046139450,848450,6
2090,Southern Africa,Storms,2.6,35529000,23101,13
2090,Southern Africa,Storms,4.5,65592000,42648,24
2090,Southern Africa,Storms,6.0,79257000,51533,29
2090,Southern Africa,Storms,8.5,90189000,58641,33
2090,Southern Asia,Droughts,2.6,655186000,40379958,53
2090,Southern Asia,Droughts,4.5,655186000,40379958,53
2090,Southern Asia,Droughts,6.0,852978000,52570134,69
2090,Southern Asia,Droughts,8.5,927150000,57141450,75
2090,Southern Asia,Floods,2.6,50093127109,40627029,13
2090,Southern Asia,Floods,4.5,47240609649,38313552,9
2090,Southern Asia,Floods,6.0,36319266847,29456015,15
2090,Southern Asia,Floods,8.5,23392415814,18971951,13
2090,Southern Asia,Storms,2.6,124126000,283974,106
2090,Southern Asia,Storms,4.5,140520000,321480,120
2090,Southern Asia,Storms,6.0,154572000,353628,132
2090,Southern Asia,Storms,8.5,174479000,399171,149
2090,Southern Europe,Droughts,2.6,563584000,1030280,8
2090,Southern Europe,Droughts,4.5,493136000,901495,7
2090,Southern Europe,Droughts,6.0,493136000,901495,7
2090,Southern Europe,Droughts,8.5,634032000,1159065,9
2090,Southern Europe,Floods,2.6,3312774925,2686759,19
2090,Southern Europe,Floods,4.5,2789705200,2262534,16
2090,Southern Europe,Floods,6.0,3138418350,2545351,18
2090,Southern Europe,Floods,8.5,2615348625,2121126,15
2090,Southern Europe,Storms,2.6,95742000,8748,27
2090,Southern Europe,Storms,4.5,113472000,10368,32
2090,Southern Europe,Storms,6.0,127656000,11664,36
2090,Southern Europe,Storms,8.5,166662000,15228,47
2090,Western Africa,Droughts,2.6,38152000,1075476,76
2090,Western Africa,Droughts,4.5,38152000,1075476,76
2090,Western Africa,Droughts,6.0,38152000,1075476,76
2090,Western Africa,Droughts,8.5,38152000,1075476,76
2090,Western Africa,Floods,2.6,3312774925,2686759,19
2090,Western Africa,Floods,4.5,2789705200,2262534,16
2090,Western Africa,Floods,6.0,3661488075,2969576,21
2090,Western Africa,Floods,8.5,3312774925,2686759,19
2090,Western Africa,Storms,2.6,1300000,6425,25
2090,Western Africa,Storms,4.5,988000,4883,19
2090,Western Africa,Storms,6.0,780000,3855,15
2090,Western Africa,Storms,8.5,364000,1799,7
2090,Western Asia,Droughts,2.6,50720000,427500,10
2090,Western Asia,Droughts,4.5,60864000,513000,12
2090,Western Asia,Droughts,6.0,25360000,213750,5
2090,Western Asia,Droughts,8.5,126800000,1068750,25
2090,Western Asia,Floods,2.6,3835844650,3110985,22
2090,Western Asia,Floods,4.5,2964061775,2403943,17
2090,Western Asia,Floods,6.0,3312774925,2686759,19
2090,Western Asia,Floods,8.5,3138418350,2545351,18
2090,Western Asia,Storms,2.6,183960000,51212,28
2090,Western Asia,Storms,4.5,177390000,49383,27
2090,Western Asia,Storms,6.0,210240000,58528,32
2090,Western Asia,Storms,8.5,236520000,65844,36
2090,Western Europe,Droughts,2.6,2737000000,0,17
2090,Western Europe,Droughts,4.5,2576000000,0,16
2090,Western Europe,Droughts,6.0,1288000000,0,8
2090,Western Europe,Droughts,8.5,1288000000,0,8
2090,Western Europe,Floods,2.6,1569209175,1272675,9
2090,Western Europe,Floods,4.5,1743565750,1414084,10
2090,Western Europe,Floods,6.0,1917922325,1555492,11
2090,Western Europe,Floods,8.5,1569209175,1272675,9
2090,Western Europe,Storms,2.6,36900000,11358,18
2090,Western Europe,Storms,4.5,41000000,12620,20
2090,Western Europe,Storms,6.0,32800000,10096,16
2090,Western Europe,Storms,8.5,57400000,17668,28
