Decade,UN_Geosheme_Subregion,RCP,Disaster_Type,Financial_Impact,Rain,Human_Impact,DO
2090,Middle Africa,6.0,Flood,1917922325.0360322,20.478872727272726,1555492.5588288994,11
2090,Middle Africa,8.5,Flood,1917922325.0360322,42.34422909090909,1555492.5588288994,11
2090,Northern Africa,2.6,Flood,1220496025.0229297,-1.068967142857143,989858.9010729359,7
2090,Northern Africa,4.5,Flood,1046139450.019654,-2.297758333333333,848450.486633945,6
2090,Northern Africa,6.0,Flood,1220496025.0229297,-0.12396142857142849,989858.9010729359,7
2090,Northern Africa,8.5,Flood,1569209175.029481,-3.7946833333333334,1272675.7299509177,9
2090,Northern America,2.6,Flood,697426300.0131028,4.750699999999999,565633.6577559633,4
2090,Northern America,4.5,Flood,348713150.0065514,9.86899,282816.82887798164,2
2090,Northern America,6.0,Flood,523069725.0098271,11.026336666666666,424225.24331697245,3
2090,Northern America,8.5,Flood,523069725.0098271,17.179333333333332,424225.24331697245,3
2090,Northern Europe,2.6,Flood,1917922325.0360322,2.865322727272727,1555492.5588288994,11
2090,Northern Europe,4.5,Flood,1569209175.029481,8.83889111111111,1272675.7299509177,9
2090,Northern Europe,6.0,Flood,1743565750.0327566,8.656201,1414084.1443899085,10
2090,Northern Europe,8.5,Flood,1917922325.0360322,17.92558181818182,1555492.5588288994,11
2090,South America,2.6,Flood,3487131500.0655146,19.98109,2828168.288779817,20
2090,South America,4.5,Flood,2964061775.055687,24.216314117647055,2403943.0454628444,17
2090,South America,6.0,Flood,3312774925.0622387,24.437342631578957,2686759.874340826,19
2090,South America,8.5,Flood,3138418350.058963,47.34157777777777,2545351.4599018353,18
2090,South-Eastern Asia,2.6,Flood,2174672134.3405366,15.239177272727272,1763724.3587514495,11
2090,South-Eastern Asia,4.5,Flood,2431421943.6450415,83.6615909090909,1971956.1586739996,11
2090,South-Eastern Asia,6.0,Flood,2000315559.337261,83.10974000000002,1622315.9443124586,10
2090,South-Eastern Asia,8.5,Flood,2174672134.3405366,156.67432727272728,1763724.3587514495,11
2090,Southern Africa,2.6,Flood,871782875.0163784,4.00791,707042.0721949541,5
2090,Southern Africa,4.5,Flood,1394852600.0262053,29.31045,1131267.3155119268,8
2090,Southern Africa,6.0,Flood,1394852600.0262053,7.42038375,1131267.3155119268,8
2090,Southern Africa,8.5,Flood,1046139450.019654,-5.557500000000001,848450.486633945,6
2090,Southern Asia,2.6,Flood,50093127109.84149,22.370699230769233,40627029.286165036,13
2090,Southern Asia,4.5,Flood,47240609649.55551,39.04498111111111,38313552.02721453,9
2090,Southern Asia,6.0,Flood,36319266847.37041,79.28436866666667,29456015.285782974,15
2090,Southern Asia,8.5,Flood,23392415814.11216,108.66246923076922,18971951.187438894,13
2090,Southern Europe,2.6,Flood,3312774925.0622387,11.545696315789478,2686759.874340826,19
2090,Southern Europe,4.5,Flood,2789705200.052411,11.2682575,2262534.6310238536,16
2090,Southern Europe,6.0,Flood,3138418350.058963,8.483432777777777,2545351.4599018353,18
2090,Southern Europe,8.5,Flood,2615348625.049135,11.542297333333332,2121126.2165848627,15
2090,Western Africa,2.6,Flood,3312774925.0622387,0.42362631578947374,2686759.874340826,19
2090,Western Africa,4.5,Flood,2789705200.052411,-6.881046874999999,2262534.6310238536,16
2090,Western Africa,6.0,Flood,3661488075.0687904,-4.106104285714285,2969576.703218808,21
2090,Western Africa,8.5,Flood,3312774925.0622387,-1.6651478947368406,2686759.874340826,19
2090,Western Asia,2.6,Flood,3835844650.0720663,2.201674090909091,3110985.117657799,22
2090,Western Asia,4.5,Flood,2964061775.055687,1.2826141176470587,2403943.0454628444,17
2090,Western Asia,6.0,Flood,3312774925.0622387,-0.5648094736842105,2686759.874340826,19
2090,Western Asia,8.5,Flood,3138418350.058963,2.6915905555555555,2545351.4599018353,18
2090,Western Europe,2.6,Flood,1569209175.029481,8.901367777777779,1272675.7299509177,9
2090,Western Europe,4.5,Flood,1743565750.0327566,3.187818,1414084.1443899085,10
2090,Western Europe,6.0,Flood,1917922325.0360322,9.634297272727274,1555492.5588288994,11
2090,Western Europe,8.5,Flood,1569209175.029481,14.449136666666666,1272675.7299509177,9
