Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
72.5455, 2020-2039, ipsl_cm5a_mr, Jan Average, Argentina, ARG
68.67064, 2020-2039, ipsl_cm5a_mr, Feb Average, Argentina, ARG
65.7594, 2020-2039, ipsl_cm5a_mr, Mar Average, Argentina, ARG
43.45413, 2020-2039, ipsl_cm5a_mr, Apr Average, Argentina, ARG
27.425909000000004, 2020-2039, ipsl_cm5a_mr, May Average, Argentina, ARG
27.52928, 2020-2039, ipsl_cm5a_mr, Jun Average, Argentina, ARG
20.543395999999998, 2020-2039, ipsl_cm5a_mr, Jul Average, Argentina, ARG
18.054762, 2020-2039, ipsl_cm5a_mr, Aug Average, Argentina, ARG
16.489182999999997, 2020-2039, ipsl_cm5a_mr, Sep Average, Argentina, ARG
18.05611, 2020-2039, ipsl_cm5a_mr, Oct Average, Argentina, ARG
32.610153000000004, 2020-2039, ipsl_cm5a_mr, Nov Average, Argentina, ARG
60.142914000000005, 2020-2039, ipsl_cm5a_mr, Dec Average, Argentina, ARG
70.090965, 2040-2059, ipsl_cm5a_mr, Jan Average, Argentina, ARG
59.464252, 2040-2059, ipsl_cm5a_mr, Feb Average, Argentina, ARG
65.94771999999999, 2040-2059, ipsl_cm5a_mr, Mar Average, Argentina, ARG
45.6511, 2040-2059, ipsl_cm5a_mr, Apr Average, Argentina, ARG
28.32286, 2040-2059, ipsl_cm5a_mr, May Average, Argentina, ARG
22.947206, 2040-2059, ipsl_cm5a_mr, Jun Average, Argentina, ARG
19.922833999999998, 2040-2059, ipsl_cm5a_mr, Jul Average, Argentina, ARG
17.818720000000003, 2040-2059, ipsl_cm5a_mr, Aug Average, Argentina, ARG
16.894917, 2040-2059, ipsl_cm5a_mr, Sep Average, Argentina, ARG
18.130672, 2040-2059, ipsl_cm5a_mr, Oct Average, Argentina, ARG
33.36275, 2040-2059, ipsl_cm5a_mr, Nov Average, Argentina, ARG
57.053431999999994, 2040-2059, ipsl_cm5a_mr, Dec Average, Argentina, ARG
60.965168000000006, 2060-2079, ipsl_cm5a_mr, Jan Average, Argentina, ARG
57.598648, 2060-2079, ipsl_cm5a_mr, Feb Average, Argentina, ARG
54.51979, 2060-2079, ipsl_cm5a_mr, Mar Average, Argentina, ARG
43.380959999999995, 2060-2079, ipsl_cm5a_mr, Apr Average, Argentina, ARG
26.548671999999996, 2060-2079, ipsl_cm5a_mr, May Average, Argentina, ARG
20.286682, 2060-2079, ipsl_cm5a_mr, Jun Average, Argentina, ARG
19.395623999999998, 2060-2079, ipsl_cm5a_mr, Jul Average, Argentina, ARG
17.20198, 2060-2079, ipsl_cm5a_mr, Aug Average, Argentina, ARG
14.590342999999999, 2060-2079, ipsl_cm5a_mr, Sep Average, Argentina, ARG
14.682089000000001, 2060-2079, ipsl_cm5a_mr, Oct Average, Argentina, ARG
29.619144, 2060-2079, ipsl_cm5a_mr, Nov Average, Argentina, ARG
59.280216, 2060-2079, ipsl_cm5a_mr, Dec Average, Argentina, ARG
68.94592, 2080-2099, ipsl_cm5a_mr, Jan Average, Argentina, ARG
48.54833, 2080-2099, ipsl_cm5a_mr, Feb Average, Argentina, ARG
48.99176, 2080-2099, ipsl_cm5a_mr, Mar Average, Argentina, ARG
42.531063, 2080-2099, ipsl_cm5a_mr, Apr Average, Argentina, ARG
24.342385999999998, 2080-2099, ipsl_cm5a_mr, May Average, Argentina, ARG
19.620929999999998, 2080-2099, ipsl_cm5a_mr, Jun Average, Argentina, ARG
17.566406, 2080-2099, ipsl_cm5a_mr, Jul Average, Argentina, ARG
16.61715, 2080-2099, ipsl_cm5a_mr, Aug Average, Argentina, ARG
12.729046, 2080-2099, ipsl_cm5a_mr, Sep Average, Argentina, ARG
12.436886, 2080-2099, ipsl_cm5a_mr, Oct Average, Argentina, ARG
36.138542, 2080-2099, ipsl_cm5a_mr, Nov Average, Argentina, ARG
54.610690000000005, 2080-2099, ipsl_cm5a_mr, Dec Average, Argentina, ARG
48.511414, 2020-2039, ipsl_cm5a_mr, Jan Average, Armenia, ARM
40.414524, 2020-2039, ipsl_cm5a_mr, Feb Average, Armenia, ARM
54.666763, 2020-2039, ipsl_cm5a_mr, Mar Average, Armenia, ARM
41.904675, 2020-2039, ipsl_cm5a_mr, Apr Average, Armenia, ARM
30.847509999999996, 2020-2039, ipsl_cm5a_mr, May Average, Armenia, ARM
27.64128, 2020-2039, ipsl_cm5a_mr, Jun Average, Armenia, ARM
18.391682, 2020-2039, ipsl_cm5a_mr, Jul Average, Armenia, ARM
17.547857, 2020-2039, ipsl_cm5a_mr, Aug Average, Armenia, ARM
12.222989, 2020-2039, ipsl_cm5a_mr, Sep Average, Armenia, ARM
19.396627, 2020-2039, ipsl_cm5a_mr, Oct Average, Armenia, ARM
27.993997999999998, 2020-2039, ipsl_cm5a_mr, Nov Average, Armenia, ARM
39.722603, 2020-2039, ipsl_cm5a_mr, Dec Average, Armenia, ARM
44.250683, 2040-2059, ipsl_cm5a_mr, Jan Average, Armenia, ARM
38.780437, 2040-2059, ipsl_cm5a_mr, Feb Average, Armenia, ARM
38.390865000000005, 2040-2059, ipsl_cm5a_mr, Mar Average, Armenia, ARM
42.055285999999995, 2040-2059, ipsl_cm5a_mr, Apr Average, Armenia, ARM
29.7959, 2040-2059, ipsl_cm5a_mr, May Average, Armenia, ARM
22.738066, 2040-2059, ipsl_cm5a_mr, Jun Average, Armenia, ARM
13.192082999999998, 2040-2059, ipsl_cm5a_mr, Jul Average, Armenia, ARM
14.371125, 2040-2059, ipsl_cm5a_mr, Aug Average, Armenia, ARM
11.41284, 2040-2059, ipsl_cm5a_mr, Sep Average, Armenia, ARM
18.483276, 2040-2059, ipsl_cm5a_mr, Oct Average, Armenia, ARM
25.767447, 2040-2059, ipsl_cm5a_mr, Nov Average, Armenia, ARM
40.34251, 2040-2059, ipsl_cm5a_mr, Dec Average, Armenia, ARM
38.693447, 2060-2079, ipsl_cm5a_mr, Jan Average, Armenia, ARM
34.8963, 2060-2079, ipsl_cm5a_mr, Feb Average, Armenia, ARM
36.666309999999996, 2060-2079, ipsl_cm5a_mr, Mar Average, Armenia, ARM
35.97289, 2060-2079, ipsl_cm5a_mr, Apr Average, Armenia, ARM
25.175241, 2060-2079, ipsl_cm5a_mr, May Average, Armenia, ARM
16.853567, 2060-2079, ipsl_cm5a_mr, Jun Average, Armenia, ARM
15.076203, 2060-2079, ipsl_cm5a_mr, Jul Average, Armenia, ARM
14.059952, 2060-2079, ipsl_cm5a_mr, Aug Average, Armenia, ARM
9.707761, 2060-2079, ipsl_cm5a_mr, Sep Average, Armenia, ARM
15.224769, 2060-2079, ipsl_cm5a_mr, Oct Average, Armenia, ARM
24.77091, 2060-2079, ipsl_cm5a_mr, Nov Average, Armenia, ARM
36.577152000000005, 2060-2079, ipsl_cm5a_mr, Dec Average, Armenia, ARM
25.895514000000002, 2080-2099, ipsl_cm5a_mr, Jan Average, Armenia, ARM
29.280479999999997, 2080-2099, ipsl_cm5a_mr, Feb Average, Armenia, ARM
36.470963, 2080-2099, ipsl_cm5a_mr, Mar Average, Armenia, ARM
31.973356, 2080-2099, ipsl_cm5a_mr, Apr Average, Armenia, ARM
14.931313500000002, 2080-2099, ipsl_cm5a_mr, May Average, Armenia, ARM
8.320215, 2080-2099, ipsl_cm5a_mr, Jun Average, Armenia, ARM
10.395391, 2080-2099, ipsl_cm5a_mr, Jul Average, Armenia, ARM
14.490614, 2080-2099, ipsl_cm5a_mr, Aug Average, Armenia, ARM
9.084703, 2080-2099, ipsl_cm5a_mr, Sep Average, Armenia, ARM
16.55355, 2080-2099, ipsl_cm5a_mr, Oct Average, Armenia, ARM
25.144894, 2080-2099, ipsl_cm5a_mr, Nov Average, Armenia, ARM
40.066673, 2080-2099, ipsl_cm5a_mr, Dec Average, Armenia, ARM
29.568058, 2020-2039, ipsl_cm5a_mr, Jan Average, Australia, AUS
35.81843, 2020-2039, ipsl_cm5a_mr, Feb Average, Australia, AUS
19.679953, 2020-2039, ipsl_cm5a_mr, Mar Average, Australia, AUS
8.15135, 2020-2039, ipsl_cm5a_mr, Apr Average, Australia, AUS
7.779954400000001, 2020-2039, ipsl_cm5a_mr, May Average, Australia, AUS
12.199719, 2020-2039, ipsl_cm5a_mr, Jun Average, Australia, AUS
15.655628, 2020-2039, ipsl_cm5a_mr, Jul Average, Australia, AUS
12.264396000000001, 2020-2039, ipsl_cm5a_mr, Aug Average, Australia, AUS
6.210671400000001, 2020-2039, ipsl_cm5a_mr, Sep Average, Australia, AUS
5.191629, 2020-2039, ipsl_cm5a_mr, Oct Average, Australia, AUS
7.041809599999999, 2020-2039, ipsl_cm5a_mr, Nov Average, Australia, AUS
14.72923, 2020-2039, ipsl_cm5a_mr, Dec Average, Australia, AUS
25.943388, 2040-2059, ipsl_cm5a_mr, Jan Average, Australia, AUS
39.672, 2040-2059, ipsl_cm5a_mr, Feb Average, Australia, AUS
25.201245999999998, 2040-2059, ipsl_cm5a_mr, Mar Average, Australia, AUS
9.750711, 2040-2059, ipsl_cm5a_mr, Apr Average, Australia, AUS
10.109865, 2040-2059, ipsl_cm5a_mr, May Average, Australia, AUS
13.07226, 2040-2059, ipsl_cm5a_mr, Jun Average, Australia, AUS
11.843942, 2040-2059, ipsl_cm5a_mr, Jul Average, Australia, AUS
11.179794000000001, 2040-2059, ipsl_cm5a_mr, Aug Average, Australia, AUS
5.8761487, 2040-2059, ipsl_cm5a_mr, Sep Average, Australia, AUS
5.0091877, 2040-2059, ipsl_cm5a_mr, Oct Average, Australia, AUS
8.316891, 2040-2059, ipsl_cm5a_mr, Nov Average, Australia, AUS
13.2473135, 2040-2059, ipsl_cm5a_mr, Dec Average, Australia, AUS
27.841209999999997, 2060-2079, ipsl_cm5a_mr, Jan Average, Australia, AUS
35.938225, 2060-2079, ipsl_cm5a_mr, Feb Average, Australia, AUS
19.178767999999998, 2060-2079, ipsl_cm5a_mr, Mar Average, Australia, AUS
6.8785214, 2060-2079, ipsl_cm5a_mr, Apr Average, Australia, AUS
8.963953, 2060-2079, ipsl_cm5a_mr, May Average, Australia, AUS
12.091310499999999, 2060-2079, ipsl_cm5a_mr, Jun Average, Australia, AUS
8.578824000000001, 2060-2079, ipsl_cm5a_mr, Jul Average, Australia, AUS
8.275681500000001, 2060-2079, ipsl_cm5a_mr, Aug Average, Australia, AUS
5.575474, 2060-2079, ipsl_cm5a_mr, Sep Average, Australia, AUS
5.173879, 2060-2079, ipsl_cm5a_mr, Oct Average, Australia, AUS
7.0407475999999996, 2060-2079, ipsl_cm5a_mr, Nov Average, Australia, AUS
15.390058999999999, 2060-2079, ipsl_cm5a_mr, Dec Average, Australia, AUS
27.433721999999996, 2080-2099, ipsl_cm5a_mr, Jan Average, Australia, AUS
27.670046000000003, 2080-2099, ipsl_cm5a_mr, Feb Average, Australia, AUS
15.989931, 2080-2099, ipsl_cm5a_mr, Mar Average, Australia, AUS
10.138417, 2080-2099, ipsl_cm5a_mr, Apr Average, Australia, AUS
10.026385000000001, 2080-2099, ipsl_cm5a_mr, May Average, Australia, AUS
7.093014999999999, 2080-2099, ipsl_cm5a_mr, Jun Average, Australia, AUS
8.559851, 2080-2099, ipsl_cm5a_mr, Jul Average, Australia, AUS
7.8222320000000005, 2080-2099, ipsl_cm5a_mr, Aug Average, Australia, AUS
5.707216000000001, 2080-2099, ipsl_cm5a_mr, Sep Average, Australia, AUS
4.473946, 2080-2099, ipsl_cm5a_mr, Oct Average, Australia, AUS
6.891808999999999, 2080-2099, ipsl_cm5a_mr, Nov Average, Australia, AUS
15.034154999999998, 2080-2099, ipsl_cm5a_mr, Dec Average, Australia, AUS
78.162964, 2020-2039, ipsl_cm5a_mr, Jan Average, Austria, AUT
69.90522, 2020-2039, ipsl_cm5a_mr, Feb Average, Austria, AUT
72.36435, 2020-2039, ipsl_cm5a_mr, Mar Average, Austria, AUT
84.4955, 2020-2039, ipsl_cm5a_mr, Apr Average, Austria, AUT
91.615654, 2020-2039, ipsl_cm5a_mr, May Average, Austria, AUT
102.225334, 2020-2039, ipsl_cm5a_mr, Jun Average, Austria, AUT
110.48165, 2020-2039, ipsl_cm5a_mr, Jul Average, Austria, AUT
93.15018, 2020-2039, ipsl_cm5a_mr, Aug Average, Austria, AUT
75.88946, 2020-2039, ipsl_cm5a_mr, Sep Average, Austria, AUT
49.59503, 2020-2039, ipsl_cm5a_mr, Oct Average, Austria, AUT
93.63932, 2020-2039, ipsl_cm5a_mr, Nov Average, Austria, AUT
97.549545, 2020-2039, ipsl_cm5a_mr, Dec Average, Austria, AUT
82.12687, 2040-2059, ipsl_cm5a_mr, Jan Average, Austria, AUT
73.35337, 2040-2059, ipsl_cm5a_mr, Feb Average, Austria, AUT
81.22334000000001, 2040-2059, ipsl_cm5a_mr, Mar Average, Austria, AUT
73.08073399999999, 2040-2059, ipsl_cm5a_mr, Apr Average, Austria, AUT
86.86424, 2040-2059, ipsl_cm5a_mr, May Average, Austria, AUT
85.54275, 2040-2059, ipsl_cm5a_mr, Jun Average, Austria, AUT
95.25155, 2040-2059, ipsl_cm5a_mr, Jul Average, Austria, AUT
80.8224, 2040-2059, ipsl_cm5a_mr, Aug Average, Austria, AUT
57.5712, 2040-2059, ipsl_cm5a_mr, Sep Average, Austria, AUT
69.49909, 2040-2059, ipsl_cm5a_mr, Oct Average, Austria, AUT
93.36281600000001, 2040-2059, ipsl_cm5a_mr, Nov Average, Austria, AUT
93.70186, 2040-2059, ipsl_cm5a_mr, Dec Average, Austria, AUT
74.45567, 2060-2079, ipsl_cm5a_mr, Jan Average, Austria, AUT
69.88666500000001, 2060-2079, ipsl_cm5a_mr, Feb Average, Austria, AUT
90.60595, 2060-2079, ipsl_cm5a_mr, Mar Average, Austria, AUT
68.2204, 2060-2079, ipsl_cm5a_mr, Apr Average, Austria, AUT
71.95651, 2060-2079, ipsl_cm5a_mr, May Average, Austria, AUT
68.81166, 2060-2079, ipsl_cm5a_mr, Jun Average, Austria, AUT
79.503975, 2060-2079, ipsl_cm5a_mr, Jul Average, Austria, AUT
89.68006, 2060-2079, ipsl_cm5a_mr, Aug Average, Austria, AUT
64.12995, 2060-2079, ipsl_cm5a_mr, Sep Average, Austria, AUT
92.27855, 2060-2079, ipsl_cm5a_mr, Oct Average, Austria, AUT
97.31825, 2060-2079, ipsl_cm5a_mr, Nov Average, Austria, AUT
92.51708, 2060-2079, ipsl_cm5a_mr, Dec Average, Austria, AUT
85.98358, 2080-2099, ipsl_cm5a_mr, Jan Average, Austria, AUT
78.23877, 2080-2099, ipsl_cm5a_mr, Feb Average, Austria, AUT
92.88383499999999, 2080-2099, ipsl_cm5a_mr, Mar Average, Austria, AUT
73.02195999999999, 2080-2099, ipsl_cm5a_mr, Apr Average, Austria, AUT
70.33415, 2080-2099, ipsl_cm5a_mr, May Average, Austria, AUT
62.321854, 2080-2099, ipsl_cm5a_mr, Jun Average, Austria, AUT
77.85793000000001, 2080-2099, ipsl_cm5a_mr, Jul Average, Austria, AUT
68.52253, 2080-2099, ipsl_cm5a_mr, Aug Average, Austria, AUT
61.753932999999996, 2080-2099, ipsl_cm5a_mr, Sep Average, Austria, AUT
95.83301999999999, 2080-2099, ipsl_cm5a_mr, Oct Average, Austria, AUT
117.494896, 2080-2099, ipsl_cm5a_mr, Nov Average, Austria, AUT
95.86325, 2080-2099, ipsl_cm5a_mr, Dec Average, Austria, AUT
38.05743, 2020-2039, ipsl_cm5a_mr, Jan Average, Azerbaijan, AZE
36.92962, 2020-2039, ipsl_cm5a_mr, Feb Average, Azerbaijan, AZE
50.739975, 2020-2039, ipsl_cm5a_mr, Mar Average, Azerbaijan, AZE
40.452618, 2020-2039, ipsl_cm5a_mr, Apr Average, Azerbaijan, AZE
33.257397, 2020-2039, ipsl_cm5a_mr, May Average, Azerbaijan, AZE
26.906212, 2020-2039, ipsl_cm5a_mr, Jun Average, Azerbaijan, AZE
15.963249, 2020-2039, ipsl_cm5a_mr, Jul Average, Azerbaijan, AZE
17.806379999999997, 2020-2039, ipsl_cm5a_mr, Aug Average, Azerbaijan, AZE
19.423204000000002, 2020-2039, ipsl_cm5a_mr, Sep Average, Azerbaijan, AZE
41.455624, 2020-2039, ipsl_cm5a_mr, Oct Average, Azerbaijan, AZE
30.172064000000002, 2020-2039, ipsl_cm5a_mr, Nov Average, Azerbaijan, AZE
29.016668, 2020-2039, ipsl_cm5a_mr, Dec Average, Azerbaijan, AZE
34.609604, 2040-2059, ipsl_cm5a_mr, Jan Average, Azerbaijan, AZE
35.746173999999996, 2040-2059, ipsl_cm5a_mr, Feb Average, Azerbaijan, AZE
36.488279999999996, 2040-2059, ipsl_cm5a_mr, Mar Average, Azerbaijan, AZE
39.27606, 2040-2059, ipsl_cm5a_mr, Apr Average, Azerbaijan, AZE
29.170677, 2040-2059, ipsl_cm5a_mr, May Average, Azerbaijan, AZE
21.47341, 2040-2059, ipsl_cm5a_mr, Jun Average, Azerbaijan, AZE
11.674032, 2040-2059, ipsl_cm5a_mr, Jul Average, Azerbaijan, AZE
11.32093, 2040-2059, ipsl_cm5a_mr, Aug Average, Azerbaijan, AZE
15.019184, 2040-2059, ipsl_cm5a_mr, Sep Average, Azerbaijan, AZE
41.944706, 2040-2059, ipsl_cm5a_mr, Oct Average, Azerbaijan, AZE
32.461983000000004, 2040-2059, ipsl_cm5a_mr, Nov Average, Azerbaijan, AZE
36.697395, 2040-2059, ipsl_cm5a_mr, Dec Average, Azerbaijan, AZE
34.75947, 2060-2079, ipsl_cm5a_mr, Jan Average, Azerbaijan, AZE
28.00655, 2060-2079, ipsl_cm5a_mr, Feb Average, Azerbaijan, AZE
37.96932, 2060-2079, ipsl_cm5a_mr, Mar Average, Azerbaijan, AZE
41.841587, 2060-2079, ipsl_cm5a_mr, Apr Average, Azerbaijan, AZE
22.771883, 2060-2079, ipsl_cm5a_mr, May Average, Azerbaijan, AZE
11.954805, 2060-2079, ipsl_cm5a_mr, Jun Average, Azerbaijan, AZE
9.913839999999999, 2060-2079, ipsl_cm5a_mr, Jul Average, Azerbaijan, AZE
9.726027, 2060-2079, ipsl_cm5a_mr, Aug Average, Azerbaijan, AZE
13.917313, 2060-2079, ipsl_cm5a_mr, Sep Average, Azerbaijan, AZE
26.384563, 2060-2079, ipsl_cm5a_mr, Oct Average, Azerbaijan, AZE
34.435974, 2060-2079, ipsl_cm5a_mr, Nov Average, Azerbaijan, AZE
30.414207, 2060-2079, ipsl_cm5a_mr, Dec Average, Azerbaijan, AZE
27.632051, 2080-2099, ipsl_cm5a_mr, Jan Average, Azerbaijan, AZE
32.370644, 2080-2099, ipsl_cm5a_mr, Feb Average, Azerbaijan, AZE
36.461395, 2080-2099, ipsl_cm5a_mr, Mar Average, Azerbaijan, AZE
31.402052, 2080-2099, ipsl_cm5a_mr, Apr Average, Azerbaijan, AZE
17.165032999999998, 2080-2099, ipsl_cm5a_mr, May Average, Azerbaijan, AZE
6.179115, 2080-2099, ipsl_cm5a_mr, Jun Average, Azerbaijan, AZE
7.202398, 2080-2099, ipsl_cm5a_mr, Jul Average, Azerbaijan, AZE
11.034972, 2080-2099, ipsl_cm5a_mr, Aug Average, Azerbaijan, AZE
9.777362, 2080-2099, ipsl_cm5a_mr, Sep Average, Azerbaijan, AZE
25.820805, 2080-2099, ipsl_cm5a_mr, Oct Average, Azerbaijan, AZE
33.257183000000005, 2080-2099, ipsl_cm5a_mr, Nov Average, Azerbaijan, AZE
34.62404, 2080-2099, ipsl_cm5a_mr, Dec Average, Azerbaijan, AZE
0.57204485, 2020-2039, ipsl_cm5a_mr, Jan Average, Bahrain, BHR
0.44329179999999996, 2020-2039, ipsl_cm5a_mr, Feb Average, Bahrain, BHR
1.1576418, 2020-2039, ipsl_cm5a_mr, Mar Average, Bahrain, BHR
0.39184377, 2020-2039, ipsl_cm5a_mr, Apr Average, Bahrain, BHR
0.364807, 2020-2039, ipsl_cm5a_mr, May Average, Bahrain, BHR
8.1735634e-05, 2020-2039, ipsl_cm5a_mr, Jun Average, Bahrain, BHR
4.0851635e-05, 2020-2039, ipsl_cm5a_mr, Jul Average, Bahrain, BHR
0.00013256299999999998, 2020-2039, ipsl_cm5a_mr, Aug Average, Bahrain, BHR
0.00850501, 2020-2039, ipsl_cm5a_mr, Sep Average, Bahrain, BHR
0.0004929315, 2020-2039, ipsl_cm5a_mr, Oct Average, Bahrain, BHR
0.5896262, 2020-2039, ipsl_cm5a_mr, Nov Average, Bahrain, BHR
1.9081718, 2020-2039, ipsl_cm5a_mr, Dec Average, Bahrain, BHR
3.665776, 2040-2059, ipsl_cm5a_mr, Jan Average, Bahrain, BHR
6.387215599999999, 2040-2059, ipsl_cm5a_mr, Feb Average, Bahrain, BHR
1.3709018, 2040-2059, ipsl_cm5a_mr, Mar Average, Bahrain, BHR
5.2259205e-05, 2040-2059, ipsl_cm5a_mr, Apr Average, Bahrain, BHR
0.09051515, 2040-2059, ipsl_cm5a_mr, May Average, Bahrain, BHR
0.00012093174, 2040-2059, ipsl_cm5a_mr, Jun Average, Bahrain, BHR
0.00021675191000000002, 2040-2059, ipsl_cm5a_mr, Jul Average, Bahrain, BHR
0.0001332114, 2040-2059, ipsl_cm5a_mr, Aug Average, Bahrain, BHR
3.2406230000000004e-05, 2040-2059, ipsl_cm5a_mr, Sep Average, Bahrain, BHR
0.43694735, 2040-2059, ipsl_cm5a_mr, Oct Average, Bahrain, BHR
0.46551886, 2040-2059, ipsl_cm5a_mr, Nov Average, Bahrain, BHR
5.406601, 2040-2059, ipsl_cm5a_mr, Dec Average, Bahrain, BHR
1.6004239, 2060-2079, ipsl_cm5a_mr, Jan Average, Bahrain, BHR
3.6244205999999997, 2060-2079, ipsl_cm5a_mr, Feb Average, Bahrain, BHR
0.38956302, 2060-2079, ipsl_cm5a_mr, Mar Average, Bahrain, BHR
0.3890455, 2060-2079, ipsl_cm5a_mr, Apr Average, Bahrain, BHR
0.027701195, 2060-2079, ipsl_cm5a_mr, May Average, Bahrain, BHR
0.0014617220000000002, 2060-2079, ipsl_cm5a_mr, Jun Average, Bahrain, BHR
0.0012373528, 2060-2079, ipsl_cm5a_mr, Jul Average, Bahrain, BHR
0.00035190072999999994, 2060-2079, ipsl_cm5a_mr, Aug Average, Bahrain, BHR
0.0017236236999999999, 2060-2079, ipsl_cm5a_mr, Sep Average, Bahrain, BHR
3.5474434, 2060-2079, ipsl_cm5a_mr, Oct Average, Bahrain, BHR
2.0918987, 2060-2079, ipsl_cm5a_mr, Nov Average, Bahrain, BHR
4.864964, 2060-2079, ipsl_cm5a_mr, Dec Average, Bahrain, BHR
0.4628241, 2080-2099, ipsl_cm5a_mr, Jan Average, Bahrain, BHR
0.8816798, 2080-2099, ipsl_cm5a_mr, Feb Average, Bahrain, BHR
0.9078809000000001, 2080-2099, ipsl_cm5a_mr, Mar Average, Bahrain, BHR
0.25224718, 2080-2099, ipsl_cm5a_mr, Apr Average, Bahrain, BHR
0.00097450375, 2080-2099, ipsl_cm5a_mr, May Average, Bahrain, BHR
0.0023489518, 2080-2099, ipsl_cm5a_mr, Jun Average, Bahrain, BHR
0.00040816134, 2080-2099, ipsl_cm5a_mr, Jul Average, Bahrain, BHR
0.0053011174, 2080-2099, ipsl_cm5a_mr, Aug Average, Bahrain, BHR
4.417464, 2080-2099, ipsl_cm5a_mr, Sep Average, Bahrain, BHR
0.111130044, 2080-2099, ipsl_cm5a_mr, Oct Average, Bahrain, BHR
1.7699984, 2080-2099, ipsl_cm5a_mr, Nov Average, Bahrain, BHR
0.5711451999999999, 2080-2099, ipsl_cm5a_mr, Dec Average, Bahrain, BHR
9.660749000000001, 2020-2039, ipsl_cm5a_mr, Jan Average, Bangladesh, BGD
11.930485000000001, 2020-2039, ipsl_cm5a_mr, Feb Average, Bangladesh, BGD
19.958225, 2020-2039, ipsl_cm5a_mr, Mar Average, Bangladesh, BGD
22.557447, 2020-2039, ipsl_cm5a_mr, Apr Average, Bangladesh, BGD
43.564479999999996, 2020-2039, ipsl_cm5a_mr, May Average, Bangladesh, BGD
120.781975, 2020-2039, ipsl_cm5a_mr, Jun Average, Bangladesh, BGD
300.80084, 2020-2039, ipsl_cm5a_mr, Jul Average, Bangladesh, BGD
253.68205, 2020-2039, ipsl_cm5a_mr, Aug Average, Bangladesh, BGD
161.46382, 2020-2039, ipsl_cm5a_mr, Sep Average, Bangladesh, BGD
100.33296, 2020-2039, ipsl_cm5a_mr, Oct Average, Bangladesh, BGD
33.536808, 2020-2039, ipsl_cm5a_mr, Nov Average, Bangladesh, BGD
3.8016913, 2020-2039, ipsl_cm5a_mr, Dec Average, Bangladesh, BGD
1.8282642, 2040-2059, ipsl_cm5a_mr, Jan Average, Bangladesh, BGD
6.112649, 2040-2059, ipsl_cm5a_mr, Feb Average, Bangladesh, BGD
11.901294, 2040-2059, ipsl_cm5a_mr, Mar Average, Bangladesh, BGD
20.665806, 2040-2059, ipsl_cm5a_mr, Apr Average, Bangladesh, BGD
49.665203000000005, 2040-2059, ipsl_cm5a_mr, May Average, Bangladesh, BGD
112.38382, 2040-2059, ipsl_cm5a_mr, Jun Average, Bangladesh, BGD
327.35052, 2040-2059, ipsl_cm5a_mr, Jul Average, Bangladesh, BGD
252.80393999999998, 2040-2059, ipsl_cm5a_mr, Aug Average, Bangladesh, BGD
184.92231999999998, 2040-2059, ipsl_cm5a_mr, Sep Average, Bangladesh, BGD
79.0311, 2040-2059, ipsl_cm5a_mr, Oct Average, Bangladesh, BGD
31.795270000000002, 2040-2059, ipsl_cm5a_mr, Nov Average, Bangladesh, BGD
6.3864019999999995, 2040-2059, ipsl_cm5a_mr, Dec Average, Bangladesh, BGD
5.141213, 2060-2079, ipsl_cm5a_mr, Jan Average, Bangladesh, BGD
3.0566272999999997, 2060-2079, ipsl_cm5a_mr, Feb Average, Bangladesh, BGD
9.497200999999999, 2060-2079, ipsl_cm5a_mr, Mar Average, Bangladesh, BGD
18.191757, 2060-2079, ipsl_cm5a_mr, Apr Average, Bangladesh, BGD
32.567863, 2060-2079, ipsl_cm5a_mr, May Average, Bangladesh, BGD
118.2214, 2060-2079, ipsl_cm5a_mr, Jun Average, Bangladesh, BGD
306.35934, 2060-2079, ipsl_cm5a_mr, Jul Average, Bangladesh, BGD
264.97208, 2060-2079, ipsl_cm5a_mr, Aug Average, Bangladesh, BGD
163.01418999999999, 2060-2079, ipsl_cm5a_mr, Sep Average, Bangladesh, BGD
80.89116, 2060-2079, ipsl_cm5a_mr, Oct Average, Bangladesh, BGD
26.170767, 2060-2079, ipsl_cm5a_mr, Nov Average, Bangladesh, BGD
6.109225299999999, 2060-2079, ipsl_cm5a_mr, Dec Average, Bangladesh, BGD
5.8857083, 2080-2099, ipsl_cm5a_mr, Jan Average, Bangladesh, BGD
4.840726999999999, 2080-2099, ipsl_cm5a_mr, Feb Average, Bangladesh, BGD
5.8301654, 2080-2099, ipsl_cm5a_mr, Mar Average, Bangladesh, BGD
19.170767, 2080-2099, ipsl_cm5a_mr, Apr Average, Bangladesh, BGD
54.676759999999994, 2080-2099, ipsl_cm5a_mr, May Average, Bangladesh, BGD
146.95404, 2080-2099, ipsl_cm5a_mr, Jun Average, Bangladesh, BGD
332.24118, 2080-2099, ipsl_cm5a_mr, Jul Average, Bangladesh, BGD
291.10596, 2080-2099, ipsl_cm5a_mr, Aug Average, Bangladesh, BGD
149.49803, 2080-2099, ipsl_cm5a_mr, Sep Average, Bangladesh, BGD
81.4045, 2080-2099, ipsl_cm5a_mr, Oct Average, Bangladesh, BGD
4.6707745, 2080-2099, ipsl_cm5a_mr, Nov Average, Bangladesh, BGD
1.0631263000000002, 2080-2099, ipsl_cm5a_mr, Dec Average, Bangladesh, BGD
