Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
57.642864, 2040-2059, ccsm4, Jul Average, France, FRA
57.080433, 2040-2059, ccsm4, Aug Average, France, FRA
62.233047, 2040-2059, ccsm4, Sep Average, France, FRA
84.44911, 2040-2059, ccsm4, Oct Average, France, FRA
111.69058, 2040-2059, ccsm4, Nov Average, France, FRA
107.151825, 2040-2059, ccsm4, Dec Average, France, FRA
102.538734, 2040-2059, cesm1_cam5, Jan Average, France, FRA
59.070877, 2040-2059, cesm1_cam5, Feb Average, France, FRA
74.07928, 2040-2059, cesm1_cam5, Mar Average, France, FRA
67.89844, 2040-2059, cesm1_cam5, Apr Average, France, FRA
79.34065, 2040-2059, cesm1_cam5, May Average, France, FRA
69.8368, 2040-2059, cesm1_cam5, Jun Average, France, FRA
60.408695, 2040-2059, cesm1_cam5, Jul Average, France, FRA
51.798912, 2040-2059, cesm1_cam5, Aug Average, France, FRA
66.02955, 2040-2059, cesm1_cam5, Sep Average, France, FRA
80.29054, 2040-2059, cesm1_cam5, Oct Average, France, FRA
98.474846, 2040-2059, cesm1_cam5, Nov Average, France, FRA
110.76724, 2040-2059, cesm1_cam5, Dec Average, France, FRA
128.24678, 2040-2059, csiro_mk3_6_0, Jan Average, France, FRA
97.850174, 2040-2059, csiro_mk3_6_0, Feb Average, France, FRA
102.40405, 2040-2059, csiro_mk3_6_0, Mar Average, France, FRA
100.34125, 2040-2059, csiro_mk3_6_0, Apr Average, France, FRA
74.78867, 2040-2059, csiro_mk3_6_0, May Average, France, FRA
55.88099, 2040-2059, csiro_mk3_6_0, Jun Average, France, FRA
21.483204, 2040-2059, csiro_mk3_6_0, Jul Average, France, FRA
18.452532, 2040-2059, csiro_mk3_6_0, Aug Average, France, FRA
51.864788, 2040-2059, csiro_mk3_6_0, Sep Average, France, FRA
114.47298, 2040-2059, csiro_mk3_6_0, Oct Average, France, FRA
141.03749, 2040-2059, csiro_mk3_6_0, Nov Average, France, FRA
158.3024, 2040-2059, csiro_mk3_6_0, Dec Average, France, FRA
101.36251, 2040-2059, fio_esm, Jan Average, France, FRA
85.81691, 2040-2059, fio_esm, Feb Average, France, FRA
73.83505, 2040-2059, fio_esm, Mar Average, France, FRA
72.50343, 2040-2059, fio_esm, Apr Average, France, FRA
52.406105, 2040-2059, fio_esm, May Average, France, FRA
56.11334, 2040-2059, fio_esm, Jun Average, France, FRA
62.49905, 2040-2059, fio_esm, Jul Average, France, FRA
51.817493, 2040-2059, fio_esm, Aug Average, France, FRA
60.737076, 2040-2059, fio_esm, Sep Average, France, FRA
85.169464, 2040-2059, fio_esm, Oct Average, France, FRA
105.57076, 2040-2059, fio_esm, Nov Average, France, FRA
114.25432, 2040-2059, fio_esm, Dec Average, France, FRA
82.51961, 2040-2059, gfdl_cm3, Jan Average, France, FRA
64.39342, 2040-2059, gfdl_cm3, Feb Average, France, FRA
65.59116, 2040-2059, gfdl_cm3, Mar Average, France, FRA
76.4099, 2040-2059, gfdl_cm3, Apr Average, France, FRA
84.275696, 2040-2059, gfdl_cm3, May Average, France, FRA
63.323944, 2040-2059, gfdl_cm3, Jun Average, France, FRA
53.0009, 2040-2059, gfdl_cm3, Jul Average, France, FRA
30.081625, 2040-2059, gfdl_cm3, Aug Average, France, FRA
51.296276, 2040-2059, gfdl_cm3, Sep Average, France, FRA
84.655075, 2040-2059, gfdl_cm3, Oct Average, France, FRA
91.7166, 2040-2059, gfdl_cm3, Nov Average, France, FRA
106.20173, 2040-2059, gfdl_cm3, Dec Average, France, FRA
98.22075, 2040-2059, gfdl_esm2m, Jan Average, France, FRA
93.01212, 2040-2059, gfdl_esm2m, Feb Average, France, FRA
91.864815, 2040-2059, gfdl_esm2m, Mar Average, France, FRA
77.632095, 2040-2059, gfdl_esm2m, Apr Average, France, FRA
87.73353, 2040-2059, gfdl_esm2m, May Average, France, FRA
76.435814, 2040-2059, gfdl_esm2m, Jun Average, France, FRA
63.451645, 2040-2059, gfdl_esm2m, Jul Average, France, FRA
64.59275, 2040-2059, gfdl_esm2m, Aug Average, France, FRA
81.62541, 2040-2059, gfdl_esm2m, Sep Average, France, FRA
111.7934, 2040-2059, gfdl_esm2m, Oct Average, France, FRA
103.958824, 2040-2059, gfdl_esm2m, Nov Average, France, FRA
127.450455, 2040-2059, gfdl_esm2m, Dec Average, France, FRA
100.059715, 2040-2059, giss_e2_h, Jan Average, France, FRA
81.62778, 2040-2059, giss_e2_h, Feb Average, France, FRA
89.56063, 2040-2059, giss_e2_h, Mar Average, France, FRA
98.63561, 2040-2059, giss_e2_h, Apr Average, France, FRA
101.55771, 2040-2059, giss_e2_h, May Average, France, FRA
88.053345, 2040-2059, giss_e2_h, Jun Average, France, FRA
92.89676, 2040-2059, giss_e2_h, Jul Average, France, FRA
97.8297, 2040-2059, giss_e2_h, Aug Average, France, FRA
84.253265, 2040-2059, giss_e2_h, Sep Average, France, FRA
95.45489, 2040-2059, giss_e2_h, Oct Average, France, FRA
108.078835, 2040-2059, giss_e2_h, Nov Average, France, FRA
105.95749, 2040-2059, giss_e2_h, Dec Average, France, FRA
97.217804, 2040-2059, giss_e2_r, Jan Average, France, FRA
74.874405, 2040-2059, giss_e2_r, Feb Average, France, FRA
93.841095, 2040-2059, giss_e2_r, Mar Average, France, FRA
95.385864, 2040-2059, giss_e2_r, Apr Average, France, FRA
96.3015, 2040-2059, giss_e2_r, May Average, France, FRA
101.16987, 2040-2059, giss_e2_r, Jun Average, France, FRA
98.90533, 2040-2059, giss_e2_r, Jul Average, France, FRA
112.19493, 2040-2059, giss_e2_r, Aug Average, France, FRA
92.389915, 2040-2059, giss_e2_r, Sep Average, France, FRA
112.92415, 2040-2059, giss_e2_r, Oct Average, France, FRA
110.75053, 2040-2059, giss_e2_r, Nov Average, France, FRA
98.39618, 2040-2059, giss_e2_r, Dec Average, France, FRA
111.96371, 2040-2059, ipsl_cm5a_mr, Jan Average, France, FRA
87.99857, 2040-2059, ipsl_cm5a_mr, Feb Average, France, FRA
77.80258, 2040-2059, ipsl_cm5a_mr, Mar Average, France, FRA
51.034615, 2040-2059, ipsl_cm5a_mr, Apr Average, France, FRA
37.36693, 2040-2059, ipsl_cm5a_mr, May Average, France, FRA
33.466385, 2040-2059, ipsl_cm5a_mr, Jun Average, France, FRA
44.18261, 2040-2059, ipsl_cm5a_mr, Jul Average, France, FRA
35.43674, 2040-2059, ipsl_cm5a_mr, Aug Average, France, FRA
35.870987, 2040-2059, ipsl_cm5a_mr, Sep Average, France, FRA
62.01222, 2040-2059, ipsl_cm5a_mr, Oct Average, France, FRA
94.40788, 2040-2059, ipsl_cm5a_mr, Nov Average, France, FRA
129.69872, 2040-2059, ipsl_cm5a_mr, Dec Average, France, FRA
115.66977, 2040-2059, miroc_esm, Jan Average, France, FRA
86.64786, 2040-2059, miroc_esm, Feb Average, France, FRA
89.49257, 2040-2059, miroc_esm, Mar Average, France, FRA
95.81137, 2040-2059, miroc_esm, Apr Average, France, FRA
90.26496, 2040-2059, miroc_esm, May Average, France, FRA
83.887764, 2040-2059, miroc_esm, Jun Average, France, FRA
89.86422, 2040-2059, miroc_esm, Jul Average, France, FRA
84.905624, 2040-2059, miroc_esm, Aug Average, France, FRA
86.51106, 2040-2059, miroc_esm, Sep Average, France, FRA
107.972015, 2040-2059, miroc_esm, Oct Average, France, FRA
108.96218, 2040-2059, miroc_esm, Nov Average, France, FRA
125.96578, 2040-2059, miroc_esm, Dec Average, France, FRA
102.12785, 2040-2059, miroc_esm_chem, Jan Average, France, FRA
81.22025, 2040-2059, miroc_esm_chem, Feb Average, France, FRA
98.52942, 2040-2059, miroc_esm_chem, Mar Average, France, FRA
97.08904, 2040-2059, miroc_esm_chem, Apr Average, France, FRA
91.34202, 2040-2059, miroc_esm_chem, May Average, France, FRA
86.35729, 2040-2059, miroc_esm_chem, Jun Average, France, FRA
81.214455, 2040-2059, miroc_esm_chem, Jul Average, France, FRA
79.28238, 2040-2059, miroc_esm_chem, Aug Average, France, FRA
82.54187, 2040-2059, miroc_esm_chem, Sep Average, France, FRA
93.50402, 2040-2059, miroc_esm_chem, Oct Average, France, FRA
125.48777, 2040-2059, miroc_esm_chem, Nov Average, France, FRA
116.463425, 2040-2059, miroc_esm_chem, Dec Average, France, FRA
90.073784, 2040-2059, miroc5, Jan Average, France, FRA
63.405254, 2040-2059, miroc5, Feb Average, France, FRA
85.56557, 2040-2059, miroc5, Mar Average, France, FRA
82.61357, 2040-2059, miroc5, Apr Average, France, FRA
116.989716, 2040-2059, miroc5, May Average, France, FRA
87.926636, 2040-2059, miroc5, Jun Average, France, FRA
88.90209, 2040-2059, miroc5, Jul Average, France, FRA
108.12129, 2040-2059, miroc5, Aug Average, France, FRA
96.67945, 2040-2059, miroc5, Sep Average, France, FRA
108.37605, 2040-2059, miroc5, Oct Average, France, FRA
97.03055, 2040-2059, miroc5, Nov Average, France, FRA
100.06762, 2040-2059, miroc5, Dec Average, France, FRA
110.051125, 2040-2059, mri_cgcm3, Jan Average, France, FRA
87.236046, 2040-2059, mri_cgcm3, Feb Average, France, FRA
81.904015, 2040-2059, mri_cgcm3, Mar Average, France, FRA
82.19255, 2040-2059, mri_cgcm3, Apr Average, France, FRA
78.28763, 2040-2059, mri_cgcm3, May Average, France, FRA
72.045616, 2040-2059, mri_cgcm3, Jun Average, France, FRA
68.48885, 2040-2059, mri_cgcm3, Jul Average, France, FRA
74.26783, 2040-2059, mri_cgcm3, Aug Average, France, FRA
90.82561, 2040-2059, mri_cgcm3, Sep Average, France, FRA
105.09293, 2040-2059, mri_cgcm3, Oct Average, France, FRA
113.10066, 2040-2059, mri_cgcm3, Nov Average, France, FRA
110.62976, 2040-2059, mri_cgcm3, Dec Average, France, FRA
101.09784, 2040-2059, noresm1_m, Jan Average, France, FRA
74.37506, 2040-2059, noresm1_m, Feb Average, France, FRA
74.679146, 2040-2059, noresm1_m, Mar Average, France, FRA
72.56783, 2040-2059, noresm1_m, Apr Average, France, FRA
70.63183, 2040-2059, noresm1_m, May Average, France, FRA
69.90476, 2040-2059, noresm1_m, Jun Average, France, FRA
52.368553, 2040-2059, noresm1_m, Jul Average, France, FRA
62.04461, 2040-2059, noresm1_m, Aug Average, France, FRA
58.805656, 2040-2059, noresm1_m, Sep Average, France, FRA
78.100975, 2040-2059, noresm1_m, Oct Average, France, FRA
91.142006, 2040-2059, noresm1_m, Nov Average, France, FRA
110.02313, 2040-2059, noresm1_m, Dec Average, France, FRA
-12.229557, 2040-2059, Ensemble (10th Percentile), Jan Average, France, FRA
-17.843723, 2040-2059, Ensemble (10th Percentile), Feb Average, France, FRA
-13.841238, 2040-2059, Ensemble (10th Percentile), Mar Average, France, FRA
-17.500687, 2040-2059, Ensemble (10th Percentile), Apr Average, France, FRA
-21.485838, 2040-2059, Ensemble (10th Percentile), May Average, France, FRA
-30.034979, 2040-2059, Ensemble (10th Percentile), Jun Average, France, FRA
-28.894728, 2040-2059, Ensemble (10th Percentile), Jul Average, France, FRA
-22.967165, 2040-2059, Ensemble (10th Percentile), Aug Average, France, FRA
-24.25642, 2040-2059, Ensemble (10th Percentile), Sep Average, France, FRA
-22.32788, 2040-2059, Ensemble (10th Percentile), Oct Average, France, FRA
-17.910788, 2040-2059, Ensemble (10th Percentile), Nov Average, France, FRA
-16.938503, 2040-2059, Ensemble (10th Percentile), Dec Average, France, FRA
4.5614195, 2040-2059, Ensemble (50th Percentile), Jan Average, France, FRA
-5.1479897, 2040-2059, Ensemble (50th Percentile), Feb Average, France, FRA
1.0139312, 2040-2059, Ensemble (50th Percentile), Mar Average, France, FRA
-0.8491504, 2040-2059, Ensemble (50th Percentile), Apr Average, France, FRA
-6.1465163, 2040-2059, Ensemble (50th Percentile), May Average, France, FRA
-12.309214, 2040-2059, Ensemble (50th Percentile), Jun Average, France, FRA
-7.2586, 2040-2059, Ensemble (50th Percentile), Jul Average, France, FRA
-3.1357498, 2040-2059, Ensemble (50th Percentile), Aug Average, France, FRA
-4.2965307, 2040-2059, Ensemble (50th Percentile), Sep Average, France, FRA
-2.038026, 2040-2059, Ensemble (50th Percentile), Oct Average, France, FRA
-0.7291254, 2040-2059, Ensemble (50th Percentile), Nov Average, France, FRA
7.426, 2040-2059, Ensemble (50th Percentile), Dec Average, France, FRA
26.593643, 2040-2059, Ensemble (90th Percentile), Jan Average, France, FRA
15.132265, 2040-2059, Ensemble (90th Percentile), Feb Average, France, FRA
15.318227, 2040-2059, Ensemble (90th Percentile), Mar Average, France, FRA
9.562838, 2040-2059, Ensemble (90th Percentile), Apr Average, France, FRA
10.24608, 2040-2059, Ensemble (90th Percentile), May Average, France, FRA
10.678208, 2040-2059, Ensemble (90th Percentile), Jun Average, France, FRA
14.656775, 2040-2059, Ensemble (90th Percentile), Jul Average, France, FRA
14.102913, 2040-2059, Ensemble (90th Percentile), Aug Average, France, FRA
11.75135, 2040-2059, Ensemble (90th Percentile), Sep Average, France, FRA
15.145138, 2040-2059, Ensemble (90th Percentile), Oct Average, France, FRA
26.504019, 2040-2059, Ensemble (90th Percentile), Nov Average, France, FRA
32.47082, 2040-2059, Ensemble (90th Percentile), Dec Average, France, FRA
