Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
94.710396, 2020-2039, fio_esm, Jan Average, France, FRA
77.47701, 2020-2039, fio_esm, Feb Average, France, FRA
75.035614, 2020-2039, fio_esm, Mar Average, France, FRA
64.37864, 2020-2039, fio_esm, Apr Average, France, FRA
52.991245, 2020-2039, fio_esm, May Average, France, FRA
50.050686, 2020-2039, fio_esm, Jun Average, France, FRA
50.160828, 2020-2039, fio_esm, Jul Average, France, FRA
50.596382, 2020-2039, fio_esm, Aug Average, France, FRA
62.078495, 2020-2039, fio_esm, Sep Average, France, FRA
90.50106, 2020-2039, fio_esm, Oct Average, France, FRA
97.689865, 2020-2039, fio_esm, Nov Average, France, FRA
113.2948, 2020-2039, fio_esm, Dec Average, France, FRA
82.67377, 2020-2039, gfdl_cm3, Jan Average, France, FRA
67.45085, 2020-2039, gfdl_cm3, Feb Average, France, FRA
67.00216, 2020-2039, gfdl_cm3, Mar Average, France, FRA
77.34244, 2020-2039, gfdl_cm3, Apr Average, France, FRA
85.15552, 2020-2039, gfdl_cm3, May Average, France, FRA
86.06594, 2020-2039, gfdl_cm3, Jun Average, France, FRA
65.4279, 2020-2039, gfdl_cm3, Jul Average, France, FRA
46.432217, 2020-2039, gfdl_cm3, Aug Average, France, FRA
65.089035, 2020-2039, gfdl_cm3, Sep Average, France, FRA
89.92354, 2020-2039, gfdl_cm3, Oct Average, France, FRA
98.45699, 2020-2039, gfdl_cm3, Nov Average, France, FRA
105.62075, 2020-2039, gfdl_cm3, Dec Average, France, FRA
108.10555, 2020-2039, gfdl_esm2m, Jan Average, France, FRA
81.67695, 2020-2039, gfdl_esm2m, Feb Average, France, FRA
90.16824, 2020-2039, gfdl_esm2m, Mar Average, France, FRA
91.66095, 2020-2039, gfdl_esm2m, Apr Average, France, FRA
92.251755, 2020-2039, gfdl_esm2m, May Average, France, FRA
91.048515, 2020-2039, gfdl_esm2m, Jun Average, France, FRA
73.74912, 2020-2039, gfdl_esm2m, Jul Average, France, FRA
68.5017, 2020-2039, gfdl_esm2m, Aug Average, France, FRA
85.64555, 2020-2039, gfdl_esm2m, Sep Average, France, FRA
111.024506, 2020-2039, gfdl_esm2m, Oct Average, France, FRA
117.72311, 2020-2039, gfdl_esm2m, Nov Average, France, FRA
124.67724, 2020-2039, gfdl_esm2m, Dec Average, France, FRA
88.30667, 2020-2039, giss_e2_h, Jan Average, France, FRA
89.409424, 2020-2039, giss_e2_h, Feb Average, France, FRA
91.72806, 2020-2039, giss_e2_h, Mar Average, France, FRA
82.750984, 2020-2039, giss_e2_h, Apr Average, France, FRA
86.19282, 2020-2039, giss_e2_h, May Average, France, FRA
97.54959, 2020-2039, giss_e2_h, Jun Average, France, FRA
99.835815, 2020-2039, giss_e2_h, Jul Average, France, FRA
92.55453, 2020-2039, giss_e2_h, Aug Average, France, FRA
91.94117, 2020-2039, giss_e2_h, Sep Average, France, FRA
101.167114, 2020-2039, giss_e2_h, Oct Average, France, FRA
108.59678, 2020-2039, giss_e2_h, Nov Average, France, FRA
106.97602, 2020-2039, giss_e2_h, Dec Average, France, FRA
104.94479, 2020-2039, giss_e2_r, Jan Average, France, FRA
84.484795, 2020-2039, giss_e2_r, Feb Average, France, FRA
88.25045, 2020-2039, giss_e2_r, Mar Average, France, FRA
77.20178, 2020-2039, giss_e2_r, Apr Average, France, FRA
93.04758, 2020-2039, giss_e2_r, May Average, France, FRA
96.91476, 2020-2039, giss_e2_r, Jun Average, France, FRA
107.42345, 2020-2039, giss_e2_r, Jul Average, France, FRA
97.26971, 2020-2039, giss_e2_r, Aug Average, France, FRA
103.37705, 2020-2039, giss_e2_r, Sep Average, France, FRA
116.46695, 2020-2039, giss_e2_r, Oct Average, France, FRA
106.69377, 2020-2039, giss_e2_r, Nov Average, France, FRA
102.92152, 2020-2039, giss_e2_r, Dec Average, France, FRA
109.21009, 2020-2039, ipsl_cm5a_mr, Jan Average, France, FRA
84.82393, 2020-2039, ipsl_cm5a_mr, Feb Average, France, FRA
69.18953, 2020-2039, ipsl_cm5a_mr, Mar Average, France, FRA
60.359623, 2020-2039, ipsl_cm5a_mr, Apr Average, France, FRA
50.28961, 2020-2039, ipsl_cm5a_mr, May Average, France, FRA
34.998894, 2020-2039, ipsl_cm5a_mr, Jun Average, France, FRA
51.047794, 2020-2039, ipsl_cm5a_mr, Jul Average, France, FRA
45.240555, 2020-2039, ipsl_cm5a_mr, Aug Average, France, FRA
39.808727, 2020-2039, ipsl_cm5a_mr, Sep Average, France, FRA
57.19285, 2020-2039, ipsl_cm5a_mr, Oct Average, France, FRA
99.34488, 2020-2039, ipsl_cm5a_mr, Nov Average, France, FRA
117.94961, 2020-2039, ipsl_cm5a_mr, Dec Average, France, FRA
105.3168, 2020-2039, miroc_esm, Jan Average, France, FRA
83.58529, 2020-2039, miroc_esm, Feb Average, France, FRA
105.22623, 2020-2039, miroc_esm, Mar Average, France, FRA
95.045235, 2020-2039, miroc_esm, Apr Average, France, FRA
100.491585, 2020-2039, miroc_esm, May Average, France, FRA
87.89488, 2020-2039, miroc_esm, Jun Average, France, FRA
77.03307, 2020-2039, miroc_esm, Jul Average, France, FRA
73.247475, 2020-2039, miroc_esm, Aug Average, France, FRA
83.08268, 2020-2039, miroc_esm, Sep Average, France, FRA
98.74174, 2020-2039, miroc_esm, Oct Average, France, FRA
110.84306, 2020-2039, miroc_esm, Nov Average, France, FRA
119.97864, 2020-2039, miroc_esm, Dec Average, France, FRA
99.75641, 2020-2039, miroc_esm_chem, Jan Average, France, FRA
85.983215, 2020-2039, miroc_esm_chem, Feb Average, France, FRA
98.75062, 2020-2039, miroc_esm_chem, Mar Average, France, FRA
86.94686, 2020-2039, miroc_esm_chem, Apr Average, France, FRA
89.6002, 2020-2039, miroc_esm_chem, May Average, France, FRA
76.294685, 2020-2039, miroc_esm_chem, Jun Average, France, FRA
91.01742, 2020-2039, miroc_esm_chem, Jul Average, France, FRA
92.51545, 2020-2039, miroc_esm_chem, Aug Average, France, FRA
84.939186, 2020-2039, miroc_esm_chem, Sep Average, France, FRA
94.49858, 2020-2039, miroc_esm_chem, Oct Average, France, FRA
111.76539, 2020-2039, miroc_esm_chem, Nov Average, France, FRA
118.65287, 2020-2039, miroc_esm_chem, Dec Average, France, FRA
89.01141, 2020-2039, miroc5, Jan Average, France, FRA
65.861336, 2020-2039, miroc5, Feb Average, France, FRA
77.00671, 2020-2039, miroc5, Mar Average, France, FRA
84.47352, 2020-2039, miroc5, Apr Average, France, FRA
117.57086, 2020-2039, miroc5, May Average, France, FRA
92.38898, 2020-2039, miroc5, Jun Average, France, FRA
90.87866, 2020-2039, miroc5, Jul Average, France, FRA
103.563065, 2020-2039, miroc5, Aug Average, France, FRA
99.50664, 2020-2039, miroc5, Sep Average, France, FRA
114.26073, 2020-2039, miroc5, Oct Average, France, FRA
92.92223, 2020-2039, miroc5, Nov Average, France, FRA
96.75538, 2020-2039, miroc5, Dec Average, France, FRA
89.08759, 2020-2039, mri_cgcm3, Jan Average, France, FRA
89.562126, 2020-2039, mri_cgcm3, Feb Average, France, FRA
82.53797, 2020-2039, mri_cgcm3, Mar Average, France, FRA
65.15671, 2020-2039, mri_cgcm3, Apr Average, France, FRA
79.60597, 2020-2039, mri_cgcm3, May Average, France, FRA
73.23507, 2020-2039, mri_cgcm3, Jun Average, France, FRA
77.95374, 2020-2039, mri_cgcm3, Jul Average, France, FRA
77.43063, 2020-2039, mri_cgcm3, Aug Average, France, FRA
88.751495, 2020-2039, mri_cgcm3, Sep Average, France, FRA
104.86971, 2020-2039, mri_cgcm3, Oct Average, France, FRA
123.90823, 2020-2039, mri_cgcm3, Nov Average, France, FRA
114.00303, 2020-2039, mri_cgcm3, Dec Average, France, FRA
92.12887, 2020-2039, noresm1_m, Jan Average, France, FRA
78.9691, 2020-2039, noresm1_m, Feb Average, France, FRA
75.55504, 2020-2039, noresm1_m, Mar Average, France, FRA
68.68468, 2020-2039, noresm1_m, Apr Average, France, FRA
84.916756, 2020-2039, noresm1_m, May Average, France, FRA
79.18331, 2020-2039, noresm1_m, Jun Average, France, FRA
65.13448, 2020-2039, noresm1_m, Jul Average, France, FRA
53.46739, 2020-2039, noresm1_m, Aug Average, France, FRA
65.54662, 2020-2039, noresm1_m, Sep Average, France, FRA
75.15671, 2020-2039, noresm1_m, Oct Average, France, FRA
99.316315, 2020-2039, noresm1_m, Nov Average, France, FRA
101.04439, 2020-2039, noresm1_m, Dec Average, France, FRA
-13.939564, 2020-2039, Ensemble (10th Percentile), Jan Average, France, FRA
-13.35464, 2020-2039, Ensemble (10th Percentile), Feb Average, France, FRA
-13.153886, 2020-2039, Ensemble (10th Percentile), Mar Average, France, FRA
-20.528376, 2020-2039, Ensemble (10th Percentile), Apr Average, France, FRA
-22.991608, 2020-2039, Ensemble (10th Percentile), May Average, France, FRA
-26.423794, 2020-2039, Ensemble (10th Percentile), Jun Average, France, FRA
-16.725378, 2020-2039, Ensemble (10th Percentile), Jul Average, France, FRA
-14.313087, 2020-2039, Ensemble (10th Percentile), Aug Average, France, FRA
-15.512373, 2020-2039, Ensemble (10th Percentile), Sep Average, France, FRA
-21.795036, 2020-2039, Ensemble (10th Percentile), Oct Average, France, FRA
-14.178365, 2020-2039, Ensemble (10th Percentile), Nov Average, France, FRA
-10.11017, 2020-2039, Ensemble (10th Percentile), Dec Average, France, FRA
-0.44990572, 2020-2039, Ensemble (50th Percentile), Jan Average, France, FRA
-2.8908722, 2020-2039, Ensemble (50th Percentile), Feb Average, France, FRA
-1.1083889, 2020-2039, Ensemble (50th Percentile), Mar Average, France, FRA
-4.0987964, 2020-2039, Ensemble (50th Percentile), Apr Average, France, FRA
-2.893027, 2020-2039, Ensemble (50th Percentile), May Average, France, FRA
-6.878044, 2020-2039, Ensemble (50th Percentile), Jun Average, France, FRA
-1.9812034, 2020-2039, Ensemble (50th Percentile), Jul Average, France, FRA
-2.843862, 2020-2039, Ensemble (50th Percentile), Aug Average, France, FRA
-2.4825478, 2020-2039, Ensemble (50th Percentile), Sep Average, France, FRA
-0.33567056, 2020-2039, Ensemble (50th Percentile), Oct Average, France, FRA
-0.70590866, 2020-2039, Ensemble (50th Percentile), Nov Average, France, FRA
3.3396714, 2020-2039, Ensemble (50th Percentile), Dec Average, France, FRA
11.300975, 2020-2039, Ensemble (90th Percentile), Jan Average, France, FRA
11.173653, 2020-2039, Ensemble (90th Percentile), Feb Average, France, FRA
16.508575, 2020-2039, Ensemble (90th Percentile), Mar Average, France, FRA
8.016027, 2020-2039, Ensemble (90th Percentile), Apr Average, France, FRA
14.050812, 2020-2039, Ensemble (90th Percentile), May Average, France, FRA
11.152792, 2020-2039, Ensemble (90th Percentile), Jun Average, France, FRA
12.738057, 2020-2039, Ensemble (90th Percentile), Jul Average, France, FRA
8.364519, 2020-2039, Ensemble (90th Percentile), Aug Average, France, FRA
11.955317, 2020-2039, Ensemble (90th Percentile), Sep Average, France, FRA
14.486133, 2020-2039, Ensemble (90th Percentile), Oct Average, France, FRA
18.646624, 2020-2039, Ensemble (90th Percentile), Nov Average, France, FRA
21.426342, 2020-2039, Ensemble (90th Percentile), Dec Average, France, FRA
